경로,1차,2차,검토,〈컷1〉분류,〈컷1〉제목,〈컷1〉상황텍스트,〈컷2〉1차 라벨,〈컷2〉1차 설명,〈컷3〉깊은선택 라벨,〈컷4〉2차 결과물,〈컷4〉결과 요약,〈컷5〉검토 라벨,〈컷5〉검토 학생narrative,〈컷6〉등급,〈컷6〉점수,〈컷6〉짧은피드백,〈컷6〉Cut6피드백,〈컷6〉다시하기제안(C·D),〈카드획득〉인간중심축,〈카드획득〉인간중심태그,〈카드획득〉도메인카드,〈카드획득〉성장카드,〈카드획득〉카드명(아이템),〈리포트〉학습메시지,〈리포트〉리포트피드백,〈리포트〉만화컷1,〈리포트〉만화컷2,〈리포트〉만화컷3,〈리포트〉만화컷4,〈리포트〉만화컷5,〈내부〉1차 위임변화,〈내부〉1차 지식변화,〈내부〉1차 기본점수,〈내부〉1차 변수점수,〈내부〉2차 시간비용,〈내부〉2차 에너지비용,〈내부〉경로 시간비용,〈내부〉경로 에너지비용,〈내부〉EXP,〈내부〉매칭 요구카드,〈내부〉매칭 보너스,〈미사용〉1차 메시지,〈미사용〉깊은선택 메시지,〈미사용〉결과 교훈,〈미사용〉획득역량카드(레거시),〈미사용〉획득카드정리,〈미사용〉보정점수,〈미사용〉보정유형,〈미사용〉보정사유,〈미사용〉매칭 노트
B1R2,B,B1,R2,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI로 발표 준비를 빠르게 만들어본다,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",AI에게 발표 주제와 개요를 부탁한다,"AI가 만든 발표 주제 후보와 발표 개요가 만들어진다. 전체 흐름은 깔끔하지만, 우리 동네의 실제 상황이나 모둠이 하고 싶은 질문과 맞는지는 아직 알 수 없다.",AI 개요 + 우리 동네 정합 검토 준비,우리 동네와 맞지 않는 내용을 지우고 모둠 의견을 넣는다,"AI가 만든 개요를 그대로 따르지 않고, 우리 동네 상황과 모둠 의견에 맞게 고친 발표 방향이 된다.",D,40,AI 개요에서 이상한 부분을 조금 찾았어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,AI 슬라이드 경고 카드,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,AI 개요에서 이상한 부분을 조금 찾았어요. 그래도 우리 모둠이 왜 이 흐름으로 발표하는지는 아직 약해요.,모둠 발표를 준비해야 하는 상황이 생겼다.,AI로 발표 준비를 빠르게 시작했다.,AI에게 발표 개요를 부탁했다.,AI 개요 + 우리 동네 정합 검토 준비,내가 이해하지 못한 내용은 지웠다.,0,-,10,0,5,4,11,9,10,비판적 사고,5,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,AI 개요부터 받았다 — 모양은 잡히지만 우리 동네는 약하다.,AI 개요부터 받았다 — 모양은 잡히지만 우리 동네는 약하다.,,,1,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,AI가 만든 출처 없는 통계를 눈으로 발견하는 자리 — 비판적 사고 카드와 강한 매칭
B1R3,B,B1,R3,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI로 발표 준비를 빠르게 만들어본다,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",AI에게 발표 주제와 개요를 부탁한다,"AI가 만든 발표 주제 후보와 발표 개요가 만들어진다. 전체 흐름은 깔끔하지만, 우리 동네의 실제 상황이나 모둠이 하고 싶은 질문과 맞는지는 아직 알 수 없다.",AI 개요 + 우리 동네 정합 검토 준비,AI에게 실제 자료 확인이 필요한 부분을 표시하게 한 뒤 모둠이 확인한다,"AI가 만든 개요 중 사실 확인이 필요한 부분을 찾아, 모둠이 자료로 확인하며 보완한 발표 준비가 된다.",D,55,처음부터 다시 보며 AI 개요가 우리 발표와 맞지 않는다는 걸 발견했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,맥락 빠진 발표,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,처음부터 다시 보며 AI 개요가 우리 발표와 맞지 않는다는 걸 발견했어요. 다만 실제 자료와 모둠 논의가 더 필요해요.,모둠 발표를 준비해야 하는 상황이 생겼다.,AI로 발표 준비를 빠르게 시작했다.,AI에게 발표 개요를 부탁했다.,AI 개요 + 우리 동네 정합 검토 준비,질문을 예상하고 답하기 어려운 부분을 고쳤다.,0,-,10,0,5,4,16,13,12,,,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,AI 개요부터 받았다 — 모양은 잡히지만 우리 동네는 약하다.,AI 개요부터 받았다 — 모양은 잡히지만 우리 동네는 약하다.,,,-1,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,
B2R1,B,B2,R1,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI로 발표 준비를 빠르게 만들어본다,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",AI에게 슬라이드 문구를 만들어 달라고 한다,"AI가 만든 슬라이드 제목과 문구가 만들어진다. 슬라이드는 보기 좋게 채워졌지만, 발표자가 직접 설명할 수 없는 문장이나 조사 자료와 다른 표현이 섞여 있을 수 있다.",AI 슬라이드 + 설명 가능 검수 준비,AI 문구를 그대로 슬라이드에 붙인다,"슬라이드는 빠르게 완성되지만, 발표자가 왜 그런 문장을 썼는지 설명하기 어려운 자료가 된다.",D,30,AI 문구 덕분에 슬라이드는 그럴듯해졌어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,AI 정리 자료,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,AI 문구 덕분에 슬라이드는 그럴듯해졌어요. 하지만 바로 넘겨 출처와 우리 모둠의 이해가 비어 있었어요.,모둠 발표를 준비해야 하는 상황이 생겼다.,AI로 발표 준비를 빠르게 시작했다.,AI가 만든 슬라이드 문구를 받았다.,AI 슬라이드 + 설명 가능 검수 준비,그대로 읽기로 하며 설명 가능성을 확인하지 못했다.,0,-,10,0,4,3,7,5,7,,,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,AI 슬라이드를 받았다 — 발표자가 설명할 수 있는 문장인지가 자리다.,AI 슬라이드를 받았다 — 발표자가 설명할 수 있는 문장인지가 자리다.,소통능력,소통력,23,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,
B2R2,B,B2,R2,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI로 발표 준비를 빠르게 만들어본다,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",AI에게 슬라이드 문구를 만들어 달라고 한다,"AI가 만든 슬라이드 제목과 문구가 만들어진다. 슬라이드는 보기 좋게 채워졌지만, 발표자가 직접 설명할 수 없는 문장이나 조사 자료와 다른 표현이 섞여 있을 수 있다.",AI 슬라이드 + 설명 가능 검수 준비,내가 설명할 수 없는 문장과 조사한 내용이 빠진 부분을 고친다,"AI 문구 중 내가 말할 수 없는 부분을 줄이고, 모둠이 조사한 내용을 다시 넣은 슬라이드가 된다.",D,48,어색한 문구와 빠진 출처를 일부 표시했어요.,"핵심 방향은 잡았지만, 검토나 자기 기준을 더 분명히 하면 결과가 더 좋아질 수 있어요.",다시 해본다면 내가 직접 확인한 근거를 하나 더 넣어 보세요.,,,,회복력,말투 수정 카드,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,어색한 문구와 빠진 출처를 일부 표시했어요. 보기 좋은 말은 줄었지만 발표 근거는 아직 충분하지 않아요.,모둠 발표를 준비해야 하는 상황이 생겼다.,AI로 발표 준비를 빠르게 시작했다.,AI가 만든 슬라이드 문구를 받았다.,AI 슬라이드 + 설명 가능 검수 준비,내가 이해하지 못한 내용은 지웠다.,0,-,10,0,4,3,10,8,9,,,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,AI 슬라이드를 받았다 — 발표자가 설명할 수 있는 문장인지가 자리다.,AI 슬라이드를 받았다 — 발표자가 설명할 수 있는 문장인지가 자리다.,소통능력;검수능력;비판적 사고,"소통력, 검토력, 분석력",32,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B2R3,B,B2,R3,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI로 발표 준비를 빠르게 만들어본다,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",AI에게 슬라이드 문구를 만들어 달라고 한다,"AI가 만든 슬라이드 제목과 문구가 만들어진다. 슬라이드는 보기 좋게 채워졌지만, 발표자가 직접 설명할 수 없는 문장이나 조사 자료와 다른 표현이 섞여 있을 수 있다.",AI 슬라이드 + 설명 가능 검수 준비,AI에게 너무 일반적인 문장이나 원래 자료와 달라진 표현을 표시하게 한 뒤 고친다,"AI의 도움으로 일반적인 문장과 자료에서 벗어난 표현을 찾아, 실제 조사 내용에 더 가까운 슬라이드가 된다.",C,60,AI 문구를 끝까지 확인하며 빈칸을 발견했어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,맥락적 사고,표현력;검토력,,AI 슬라이드 검수 카드,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,AI 문구를 끝까지 확인하며 빈칸을 발견했어요. 고칠 방향은 보였지만 자료를 다시 채워야 발표가 단단해져요.,모둠 발표를 준비해야 하는 상황이 생겼다.,AI로 발표 준비를 빠르게 시작했다.,AI가 만든 슬라이드 문구를 받았다.,AI 슬라이드 + 설명 가능 검수 준비,질문을 예상하고 답하기 어려운 부분을 고쳤다.,0,-,10,0,4,3,15,12,12,,,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,AI 슬라이드를 받았다 — 발표자가 설명할 수 있는 문장인지가 자리다.,AI 슬라이드를 받았다 — 발표자가 설명할 수 있는 문장인지가 자리다.,소통능력;검수능력;자기검증;자기성찰,"소통력, 검토력, 자기이해",30,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B3R1,B,B3,R1,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI로 발표 준비를 빠르게 만들어본다,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",내가 찾은 자료를 바탕으로 AI에게 발표 대본 초안을 받는다,"AI가 만든 발표 대본이 만들어진다. 말은 자연스럽고 멋있어 보이지만, 모둠이 실제로 조사하지 않은 내용이나 내가 이해하지 못한 표현이 들어 있을 수 있다.",AI 대본 + 답할 수 있는 부분 정리 준비,AI 대본을 그대로 읽기로 한다,"발표는 매끄럽게 들릴 수 있지만, 질문을 받았을 때 대본 안의 내용을 제대로 설명하기 어려운 발표 준비가 된다.",B,76,내가 찾은 자료를 넣어 AI 정리를 받았기 때문에 발표의 근거는 있었어요.,출발은 했지만 중요한 확인 과정이 일부 비어 있어요. 다음에는 내가 책임질 수 있는 근거를 더 남겨 보세요.,다시 해본다면 AI 대본에서 내가 설명할 수 없는 부분을 표시하고 고쳐 보세요.,중심잡기,적응성,자료판단력,,AI 대본 의존 카드,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,내가 찾은 자료를 넣어 AI 정리를 받았기 때문에 발표의 근거는 있었어요. 다만 바로 공유해 모둠 흐름과 출처 확인은 부족했어요.,모둠 발표를 준비해야 하는 상황이 생겼다.,AI로 발표 준비를 빠르게 시작했다.,내 자료를 바탕으로 AI 대본을 받았다.,AI 대본은 빠르게 만들어졌다.,그대로 읽기로 하며 설명 가능성을 확인하지 못했다.,0,-,10,0,10,9,13,11,10,,,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,내 자료 위에 AI 대본 초안을 얹었다 — 매끄러운 말보다 내가 설명하고 답할 수 있는지가 핵심이다.,AI 대본까지 맡겼다 — 매끄러우나 내가 답할 수 없으면 흔들린다.,협업능력;소통능력;검수능력,"협업력, 소통력, 검토력",-16,검토 부족 페널티,"내 자료를 넣은 좋은 출발은 있었지만, AI 대본을 그대로 읽어 설명 가능성을 확인하지 않은 경로.",
B3R2,B,B3,R2,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI로 발표 준비를 빠르게 만들어본다,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",내가 찾은 자료를 바탕으로 AI에게 발표 대본 초안을 받는다,"AI가 만든 발표 대본이 만들어진다. 말은 자연스럽고 멋있어 보이지만, 모둠이 실제로 조사하지 않은 내용이나 내가 이해하지 못한 표현이 들어 있을 수 있다.",AI 대본 + 답할 수 있는 부분 정리 준비,내가 이해하지 못한 문장과 조사하지 않은 내용을 지운다,"대본은 조금 덜 멋있어질 수 있지만, 내가 이해하고 말할 수 있는 내용 중심으로 정리된 발표 준비가 된다.",A,86,AI가 줄인 문장 중 빠진 조건과 출처를 일부 채웠어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,직관적 통찰,자료판단력;분석력,,AI 슬라이드 검수 카드,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,AI가 줄인 문장 중 빠진 조건과 출처를 일부 채웠어요. 좋은 AI 활용이지만 모둠 전체 흐름까지 맞추면 더 단단해져요.,모둠 발표를 준비해야 하는 상황이 생겼다.,AI로 발표 준비를 빠르게 시작했다.,내 자료를 바탕으로 AI 대본을 받았다.,AI 대본은 빠르게 만들어졌다.,내가 이해하지 못한 내용은 지웠다.,0,-,10,0,10,9,16,14,12,,,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,내 자료 위에 AI 대본 초안을 얹었다 — 매끄러운 말보다 내가 설명하고 답할 수 있는지가 핵심이다.,AI 대본까지 맡겼다 — 매끄러우나 내가 답할 수 없으면 흔들린다.,협업능력;소통능력;검수능력;비판적 사고,"협업력, 소통력, 검토력, 분석력",30,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B3R3,B,B3,R3,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",AI로 발표 준비를 빠르게 만들어본다,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",내가 찾은 자료를 바탕으로 AI에게 발표 대본 초안을 받는다,"AI가 만든 발표 대본이 만들어진다. 말은 자연스럽고 멋있어 보이지만, 모둠이 실제로 조사하지 않은 내용이나 내가 이해하지 못한 표현이 들어 있을 수 있다.",AI 대본 + 답할 수 있는 부분 정리 준비,AI에게 선생님이 물어볼 질문을 만들게 한 뒤 대답 못하는 부분을 고친다,"AI의 예상 질문을 통해 대본의 빈틈을 확인하고, 대답하기 어려운 부분을 다시 자료와 내 말로 고친 발표 준비가 된다.",S,95,"내 자료를 바탕으로 AI 도움을 받고, 출처와 모둠 흐름까지 확인했어요.",자기 기준을 세우고 마지막 확인까지 해낸 선택이라 결과의 완성도가 높아요.,다시 해본다면 같은 주제를 다른 방식으로 풀어 보며 선택의 차이를 비교해 보세요.,융합하기,통합적 사고,자료판단력;협업력;분석력,,모둠 공유 검수 카드,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,"내 자료를 바탕으로 AI 도움을 받고, 출처와 모둠 흐름까지 확인했어요. AI는 정리를 도왔고 발표의 책임은 모둠에 남았어요.",모둠 발표를 준비해야 하는 상황이 생겼다.,AI로 발표 준비를 빠르게 시작했다.,내 자료를 바탕으로 AI 대본을 받았다.,AI 대본은 빠르게 만들어졌다.,질문을 예상하고 답하기 어려운 부분을 고쳤다.,0,-,10,0,10,9,21,18,14,검수능력,5,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,내 자료 위에 AI 대본 초안을 얹었다 — 매끄러운 말보다 내가 설명하고 답할 수 있는지가 핵심이다.,AI 대본까지 맡겼다 — 매끄러우나 내가 답할 수 없으면 흔들린다.,협업능력;소통능력;검수능력;자기검증;자기성찰,"협업력, 소통력, 검토력, 자기이해",25,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,AI 정리 위 출처와 흐름을 끝까지 확인하는 자리 — 검수능력 카드와 강한 매칭
C1R1,C,C1,R1,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",각자 따로 준비하거나 발표 모양부터 만든다,"모둠 회의를 충분히 하지 않고 각자 자료를 찾거나, 발표 잘하는 친구에게 맡기거나, 슬라이드 디자인과 대본의 모양을 먼저 만드는 길이다.",모둠 회의 없이 각자 자료를 찾아 합친다,"각자 찾은 자료가 모이고, 그것을 슬라이드에 붙인 발표 초안이 만들어진다. 자료의 양은 많아졌지만, 하나의 발표 질문으로 이어지는지는 분명하지 않다.",각자 자료 모음 → 흐름 정합 자리,모은 자료를 그대로 슬라이드에 붙인다,"자료는 많지만, 각 슬라이드가 따로 놀고 발표 전체가 무엇을 말하려는지 흐려지는 발표 준비가 된다.",D,45,각자 자료를 합쳐 양은 생겼지만 바로 공유해 발표 질문과 연결이 약했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,분산된 자료 카드,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,각자 자료를 합쳐 양은 생겼지만 바로 공유해 발표 질문과 연결이 약했어요.,모둠 발표를 준비해야 하는 상황이 생겼다.,함께 맞추기보다 각자 준비나 모양부터 보았다.,회의 없이 각자 찾은 자료를 합쳤다.,각자 자료 모음 → 흐름 정합 자리,그대로 읽기로 하며 설명 가능성을 확인하지 못했다.,-,0,10,8,13,11,16,13,5,,,회의 없이 또는 모양부터 만들었다 — 완성된 것처럼 보이는 발표와 모둠이 이해한 발표는 다르다.,모임 없이 자료만 모았다 — 합쳐도 하나의 발표 질문이 안 보인다.,모임 없이 자료만 모았다 — 합쳐도 하나의 발표 질문이 안 보인다.,협업능력;발표력;비판적 사고,"협업력, 표현력, 분석력",-10,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",
C1R2,C,C1,R2,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",각자 따로 준비하거나 발표 모양부터 만든다,"모둠 회의를 충분히 하지 않고 각자 자료를 찾거나, 발표 잘하는 친구에게 맡기거나, 슬라이드 디자인과 대본의 모양을 먼저 만드는 길이다.",모둠 회의 없이 각자 자료를 찾아 합친다,"각자 찾은 자료가 모이고, 그것을 슬라이드에 붙인 발표 초안이 만들어진다. 자료의 양은 많아졌지만, 하나의 발표 질문으로 이어지는지는 분명하지 않다.",각자 자료 모음 → 흐름 정합 자리,자료들이 하나의 발표 질문으로 이어지는지 확인한다,"각자 모은 자료를 발표 질문에 맞게 다시 정리해, 흩어진 자료가 하나의 흐름으로 연결되는 발표 준비가 된다.",D,58,어색한 연결을 조금 찾았지만 각자 모은 자료의 방향이 달라 빈틈이 남았어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,흐름 회복 카드,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,어색한 연결을 조금 찾았지만 각자 모은 자료의 방향이 달라 빈틈이 남았어요.,모둠 발표를 준비해야 하는 상황이 생겼다.,함께 맞추기보다 각자 준비나 모양부터 보았다.,회의 없이 각자 찾은 자료를 합쳤다.,각자 자료 모음 → 흐름 정합 자리,내가 이해하지 못한 내용은 지웠다.,-,0,10,8,13,11,19,16,7,,,회의 없이 또는 모양부터 만들었다 — 완성된 것처럼 보이는 발표와 모둠이 이해한 발표는 다르다.,모임 없이 자료만 모았다 — 합쳐도 하나의 발표 질문이 안 보인다.,모임 없이 자료만 모았다 — 합쳐도 하나의 발표 질문이 안 보인다.,협업능력;발표력;비판적 사고;검수능력,"협업력, 표현력, 분석력, 검토력",-1,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,
C1R3,C,C1,R3,모둠 활동,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",각자 따로 준비하거나 발표 모양부터 만든다,"모둠 회의를 충분히 하지 않고 각자 자료를 찾거나, 발표 잘하는 친구에게 맡기거나, 슬라이드 디자인과 대본의 모양을 먼저 만드는 길이다.",모둠 회의 없이 각자 자료를 찾아 합친다,"각자 찾은 자료가 모이고, 그것을 슬라이드에 붙인 발표 초안이 만들어진다. 자료의 양은 많아졌지만, 하나의 발표 질문으로 이어지는지는 분명하지 않다.",각자 자료 모음 → 흐름 정합 자리,AI에게 자료들이 서로 따로 노는 부분을 표시하게 한 뒤 순서를 고친다,"AI가 자료 사이의 어색한 연결을 표시해주고, 모둠이 발표 흐름에 맞게 순서를 다시 고친 발표 준비가 된다.",C,68,끝까지 맞춰 보며 자료가 흩어져 있다는 걸 확인했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,성찰하기,성찰적 사고,협업력;검토력,회복력,AI 검수 흐름 카드,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,끝까지 맞춰 보며 자료가 흩어져 있다는 걸 확인했어요. 흐름은 조금 나아졌지만 처음 모둠 질문이 부족해 한계가 있었어요.,모둠 발표를 준비해야 하는 상황이 생겼다.,함께 맞추기보다 각자 준비나 모양부터 보았다.,회의 없이 각자 찾은 자료를 합쳤다.,각자 자료 모음 → 흐름 정합 자리,질문을 예상하고 답하기 어려운 부분을 고쳤다.,-,0,10,8,13,11,24,20,10,발표력,5,회의 없이 또는 모양부터 만들었다 — 완성된 것처럼 보이는 발표와 모둠이 이해한 발표는 다르다.,모임 없이 자료만 모았다 — 합쳐도 하나의 발표 질문이 안 보인다.,모임 없이 자료만 모았다 — 합쳐도 하나의 발표 질문이 안 보인다.,협업능력;소통능력;발표력;비판적 사고;자기검증,"협업력, 소통력, 표현력, 분석력, 검토력",7,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,빌린 흐름 위에 우리 주제로 친구 파트 이어주는 자리 — 발표력 카드와 강한 매칭
