경로,1차,2차,검토,〈컷1〉분류,〈컷1〉제목,〈컷1〉상황텍스트,〈컷2〉1차 라벨,〈컷2〉1차 설명,〈컷3〉깊은선택 라벨,〈컷4〉2차 결과물,〈컷4〉결과 요약,〈컷5〉검토 라벨,〈컷5〉검토 학생narrative,〈컷6〉등급,〈컷6〉점수,〈컷6〉짧은피드백,〈컷6〉Cut6피드백,〈컷6〉다시하기제안(C·D),〈카드획득〉인간중심축,〈카드획득〉인간중심태그,〈카드획득〉도메인카드,〈카드획득〉성장카드,〈카드획득〉카드명(아이템),〈리포트〉학습메시지,〈리포트〉리포트피드백,〈리포트〉만화컷1,〈리포트〉만화컷2,〈리포트〉만화컷3,〈리포트〉만화컷4,〈리포트〉만화컷5,〈내부〉1차 위임변화,〈내부〉1차 지식변화,〈내부〉1차 기본점수,〈내부〉1차 변수점수,〈내부〉2차 시간비용,〈내부〉2차 에너지비용,〈내부〉경로 시간비용,〈내부〉경로 에너지비용,〈내부〉EXP,〈내부〉매칭 요구카드,〈내부〉매칭 보너스,〈미사용〉1차 메시지,〈미사용〉깊은선택 메시지,〈미사용〉결과 교훈,〈미사용〉획득역량카드(레거시),〈미사용〉획득카드정리,〈미사용〉보정점수,〈미사용〉보정유형,〈미사용〉보정사유,〈미사용〉매칭 노트
B1R2,B,B1,R2,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",AI로 시험공부를 도와보게 한다,"AI에게 공부법, 계획표, 요약, 예상문제 같은 도움을 받아보는 길이다.",AI에게 2주 공부 계획표를 만들어 달라고 한다,"AI가 만든 2주짜리 공부 계획표가 만들어진다. 과목별 시간과 공부 순서는 깔끔하게 정리되어 있지만, 내 실제 약점과 생활 시간을 충분히 반영했는지는 알 수 없다.",AI 계획표 + 내 범위·시간 정합,내 시험 범위와 실제 가능한 시간을 보고 고친다,"AI가 만든 틀을 바탕으로 하되, 내 시험 범위와 생활 시간에 맞게 조정한 공부 계획이 된다.",D,45,빠진 과목과 무리한 일정은 조금 고쳤어요.,빠른 자료나 남의 계획에 기대어 내 공부 과정이 부족했어요. 다시 내 약점부터 확인해 보세요.,다시 해본다면 남의 계획이나 AI 자료를 보기 전에 내가 모르는 단원부터 확인해 보세요.,,,,회복력,,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,빠진 과목과 무리한 일정은 조금 고쳤어요. 그래도 계획표의 기준은 아직 AI가 만든 평균 학생에 가까워요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",AI의 도움으로 공부 준비를 시작했다.,AI에게 2주 공부 계획표를 받았다.,AI 계획표 + 내 범위·시간 정합,시험 범위와 문제집에 맞는지 직접 확인했다.,0,-,10,0,4,3,10,8,10,비판적 사고,5,AI 도움을 받았다 — 내 시험 범위와 약점을 충분히 넣었는지가 자리다.,AI 계획표를 받았다 — 내 시험 범위·생활 시간 정합이 다음 자리다.,AI 계획표를 받았다 — 내 시험 범위·생활 시간 정합이 다음 자리다.,,,0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",AI 일반 공부법에 자기 약점이 없다는 것을 발견하는 자리 — 비판적 사고 카드와 강한 매칭
B1R3,B,B1,R3,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",AI로 시험공부를 도와보게 한다,"AI에게 공부법, 계획표, 요약, 예상문제 같은 도움을 받아보는 길이다.",AI에게 2주 공부 계획표를 만들어 달라고 한다,"AI가 만든 2주짜리 공부 계획표가 만들어진다. 과목별 시간과 공부 순서는 깔끔하게 정리되어 있지만, 내 실제 약점과 생활 시간을 충분히 반영했는지는 알 수 없다.",AI 계획표 + 내 범위·시간 정합,AI에게 계획이 너무 빡빡하거나 비어 있는 부분을 표시하게 한 뒤 내가 줄인다,"AI가 계획의 무리한 부분을 표시해주고, 내가 실제로 할 수 있는 수준으로 줄인 공부 계획이 된다.",D,58,처음부터 다시 보며 내 약점이 빠졌다는 걸 발견했어요.,빠른 자료나 남의 계획에 기대어 내 공부 과정이 부족했어요. 다시 내 약점부터 확인해 보세요.,다시 해본다면 남의 계획이나 AI 자료를 보기 전에 내가 모르는 단원부터 확인해 보세요.,,,,회복력,남의 공부법 경고 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,처음부터 다시 보며 내 약점이 빠졌다는 걸 발견했어요. 고칠 방향은 보였지만 오답과 범위를 더 넣어야 해요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",AI의 도움으로 공부 준비를 시작했다.,AI에게 2주 공부 계획표를 받았다.,AI 계획표 + 내 범위·시간 정합,직접 풀어보며 이해가 부족한 부분을 확인했다.,0,-,10,0,4,3,15,12,12,,,AI 도움을 받았다 — 내 시험 범위와 약점을 충분히 넣었는지가 자리다.,AI 계획표를 받았다 — 내 시험 범위·생활 시간 정합이 다음 자리다.,AI 계획표를 받았다 — 내 시험 범위·생활 시간 정합이 다음 자리다.,,,0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",
B2R1,B,B2,R1,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",AI로 시험공부를 도와보게 한다,"AI에게 공부법, 계획표, 요약, 예상문제 같은 도움을 받아보는 길이다.",AI에게 내 약점을 말하고 공부 순서를 받는다,"내가 약하다고 느끼는 과목이나 단원을 AI에게 말하고, 그에 맞춘 공부 순서가 만들어진다. 내 정보가 들어갔지만, 그 약점이 실제 문제 풀이로 확인된 것인지는 아직 애매하다.",AI 공부 순서 + 오답 확인,약점을 말했으니 AI 계획을 그대로 따른다,"내 약점을 반영한 것처럼 보이는 계획은 생기지만, 내가 정말 어디서 틀리는지 확인하지 않은 채 따라가는 공부가 된다.",C,62,AI에게 약점을 말해 공부 순서는 생겼어요.,빠른 자료나 남의 계획에 기대어 내 공부 과정이 부족했어요. 다시 내 약점부터 확인해 보세요.,다시 해본다면 남의 계획이나 AI 자료를 보기 전에 내가 모르는 단원부터 확인해 보세요.,중심잡기,적응성,,회복력,AI 공부법 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,AI에게 약점을 말해 공부 순서는 생겼어요. 다만 바로 시작해 실제 오답과 범위가 맞는지는 확인하지 못했어요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",AI의 도움으로 공부 준비를 시작했다.,내 약점을 말하고 공부 순서를 받았다.,AI 공부 순서 + 오답 확인,깔끔한 계획이나 자료를 그대로 따르기로 했다.,0,-,10,0,8,7,11,9,7,,,AI 도움을 받았다 — 내 시험 범위와 약점을 충분히 넣었는지가 자리다.,AI 공부 순서를 받았다 — 추천 이유와 내 오답 정합이 자리다.,AI 공부 순서를 받았다 — 추천 이유와 내 오답 정합이 자리다.,학습설계,학습력,0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",
B2R2,B,B2,R2,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",AI로 시험공부를 도와보게 한다,"AI에게 공부법, 계획표, 요약, 예상문제 같은 도움을 받아보는 길이다.",AI에게 내 약점을 말하고 공부 순서를 받는다,"내가 약하다고 느끼는 과목이나 단원을 AI에게 말하고, 그에 맞춘 공부 순서가 만들어진다. 내 정보가 들어갔지만, 그 약점이 실제 문제 풀이로 확인된 것인지는 아직 애매하다.",AI 공부 순서 + 오답 확인,AI가 말한 순서가 내 오답과 맞는지 문제를 풀어 확인한다,"AI 추천을 바로 믿지 않고, 실제 문제를 풀어본 결과와 맞춰보며 조정한 공부 계획이 된다.",B,76,빠진 단원과 무리한 일정을 일부 고쳤어요.,"공부 방향은 잡았지만, 실제로 풀고 틀린 이유를 확인하는 과정이 더 필요해요.",다시 해본다면 AI 자료보다 먼저 실제 문제를 풀어 약점을 확인해 보세요.,융합하기,문제해결적 사고,학습력,,약점 말하기 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,빠진 단원과 무리한 일정을 일부 고쳤어요. AI 도움은 썼지만 내 약점 기준이 조금 살아났어요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",AI의 도움으로 공부 준비를 시작했다.,내 약점을 말하고 공부 순서를 받았다.,AI 공부 순서 + 오답 확인,시험 범위와 문제집에 맞는지 직접 확인했다.,0,-,10,0,8,7,14,12,9,,,AI 도움을 받았다 — 내 시험 범위와 약점을 충분히 넣었는지가 자리다.,AI 공부 순서를 받았다 — 추천 이유와 내 오답 정합이 자리다.,AI 공부 순서를 받았다 — 추천 이유와 내 오답 정합이 자리다.,학습설계;학습전략;검수능력,"학습력, 검토력",0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",
B2R3,B,B2,R3,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",AI로 시험공부를 도와보게 한다,"AI에게 공부법, 계획표, 요약, 예상문제 같은 도움을 받아보는 길이다.",AI에게 내 약점을 말하고 공부 순서를 받는다,"내가 약하다고 느끼는 과목이나 단원을 AI에게 말하고, 그에 맞춘 공부 순서가 만들어진다. 내 정보가 들어갔지만, 그 약점이 실제 문제 풀이로 확인된 것인지는 아직 애매하다.",AI 공부 순서 + 오답 확인,AI에게 추천 순서의 이유를 묻고 납득되는 것만 남긴다,"AI가 왜 그 순서를 추천했는지 확인한 뒤, 내 상황에 맞는 부분만 남긴 공부 계획이 된다.",A,88,AI가 제안한 순서를 내 오답과 남은 시간으로 다시 걸렀어요.,"공부 방향은 잡았지만, 실제로 풀고 틀린 이유를 확인하는 과정이 더 필요해요.",다시 해본다면 AI 자료보다 먼저 실제 문제를 풀어 약점을 확인해 보세요.,융합하기,문제해결적 사고,학습력;검토력,,AI 학습 도구 활용 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,AI가 제안한 순서를 내 오답과 남은 시간으로 다시 걸렀어요. 도움은 받았지만 마지막 우선순위는 내가 잡았어요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",AI의 도움으로 공부 준비를 시작했다.,내 약점을 말하고 공부 순서를 받았다.,AI 공부 순서 + 오답 확인,직접 풀어보며 이해가 부족한 부분을 확인했다.,0,-,10,0,8,7,19,16,12,검수능력,5,AI 도움을 받았다 — 내 시험 범위와 약점을 충분히 넣었는지가 자리다.,AI 공부 순서를 받았다 — 추천 이유와 내 오답 정합이 자리다.,AI 공부 순서를 받았다 — 추천 이유와 내 오답 정합이 자리다.,학습설계;학습전략;검수능력;자기검증,"학습력, 검토력",0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",AI 공부 순서를 자기 오답과 비교해 다듬는 검토 자리 — 검수능력 카드와 강한 매칭
B3R1,B,B3,R1,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",AI로 시험공부를 도와보게 한다,"AI에게 공부법, 계획표, 요약, 예상문제 같은 도움을 받아보는 길이다.",내 약점과 시험 범위를 넣어 AI에게 요약본이나 예상문제를 받는다,"AI가 만든 시험 범위 요약본이나 예상문제가 만들어진다. 빠르게 공부 자료가 생겼지만, 실제 시험 범위와 문제집의 수준을 충분히 반영했는지는 확인이 필요하다.",AI 요약·예상문제 + 실제 범위 확인,요약본이나 예상문제가 깔끔하니 그것만 보고 공부한다,"공부할 자료는 줄어들어 편해지지만, 요약에 없는 내용이나 예상과 다른 문제를 만났을 때 대응하기 어려운 공부가 된다.",C,68,내 약점과 시험 범위를 넣어 AI 자료를 받았어요.,"공부 방향은 잡았지만, 실제로 풀고 틀린 이유를 확인하는 과정이 더 필요해요.",다시 해본다면 AI 자료보다 먼저 실제 문제를 풀어 약점을 확인해 보세요.,,,,,약점 자가 점검 + AI 도구 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,내 약점과 시험 범위를 넣어 AI 자료를 받았어요. 다만 바로 시작해 범위 밖 내용이나 쉬운 내용은 걸러내지 못했어요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",AI의 도움으로 공부 준비를 시작했다.,내 약점과 범위를 넣어 AI 자료를 받았다.,AI 공부 자료가 빠르게 생겼다.,깔끔한 계획이나 자료를 그대로 따르기로 했다.,0,-,10,0,10,9,13,11,10,,,AI 도움을 받았다 — 내 시험 범위와 약점을 충분히 넣었는지가 자리다.,내 약점과 시험 범위를 넣어 AI 자료를 받았다 — 실제 범위와 오답에 맞는지 확인해야 한다.,AI 요약·예상문제를 받았다 — 실제 시험 범위 확인이 자리다.,학습설계;학습전략;검수능력,"학습력, 검토력",0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",
B3R2,B,B3,R2,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",AI로 시험공부를 도와보게 한다,"AI에게 공부법, 계획표, 요약, 예상문제 같은 도움을 받아보는 길이다.",내 약점과 시험 범위를 넣어 AI에게 요약본이나 예상문제를 받는다,"AI가 만든 시험 범위 요약본이나 예상문제가 만들어진다. 빠르게 공부 자료가 생겼지만, 실제 시험 범위와 문제집의 수준을 충분히 반영했는지는 확인이 필요하다.",AI 요약·예상문제 + 실제 범위 확인,AI 자료가 시험 범위와 문제집에 맞는지 직접 확인한다,"AI가 만든 자료를 그대로 믿지 않고, 교과서나 문제집과 비교해 빠진 범위와 어긋난 내용을 확인한 공부 자료가 된다.",B,80,AI 답에서 시험 범위 밖 내용을 빼니 내 공부에 맞는 부분이 남았어요.,"좋은 출발과 확인이 있었지만, 직접 풀이와 오답 정리가 더해지면 더 좋아져요.",다시 해본다면 틀린 이유를 직접 분석하고 공부 순서를 다시 잡아 보세요.,융합하기,직관적 통찰,학습력;자료판단력,,AI 답 검수 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,AI 답에서 시험 범위 밖 내용을 빼니 내 공부에 맞는 부분이 남았어요. 다만 오답 기준으로 다시 배치하면 더 좋아져요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",AI의 도움으로 공부 준비를 시작했다.,내 약점과 범위를 넣어 AI 자료를 받았다.,AI 공부 자료가 빠르게 생겼다.,시험 범위와 문제집에 맞는지 직접 확인했다.,0,-,10,0,10,9,16,14,12,학습전략,5,AI 도움을 받았다 — 내 시험 범위와 약점을 충분히 넣었는지가 자리다.,내 약점과 시험 범위를 넣어 AI 자료를 받았다 — 실제 범위와 오답에 맞는지 확인해야 한다.,AI 요약·예상문제를 받았다 — 실제 시험 범위 확인이 자리다.,학습설계;학습전략;검수능력;비판적 사고,"학습력, 검토력, 분석력",0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",자기 약점 분석 위에 AI를 도구로 쓰고 답을 검수하는 자리 — 학습전략 카드와 강한 매칭
B3R3,B,B3,R3,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",AI로 시험공부를 도와보게 한다,"AI에게 공부법, 계획표, 요약, 예상문제 같은 도움을 받아보는 길이다.",내 약점과 시험 범위를 넣어 AI에게 요약본이나 예상문제를 받는다,"AI가 만든 시험 범위 요약본이나 예상문제가 만들어진다. 빠르게 공부 자료가 생겼지만, 실제 시험 범위와 문제집의 수준을 충분히 반영했는지는 확인이 필요하다.",AI 요약·예상문제 + 실제 범위 확인,AI에게 요약만으로 풀기 어려운 문제 유형을 묻게 한 뒤 직접 풀어본다,"요약을 외우는 데서 멈추지 않고, 실제 문제 풀이로 이해 여부를 확인하는 공부가 된다.",A,90,"내 약점과 범위를 넣고, AI 답을 오답 기준으로 다시 걸렀어요.",자기 기준으로 공부 자료와 약점을 확인해 꽤 단단한 공부 방향을 만들었어요.,다시 해본다면 오답 이유까지 정리해 공부 순서를 더 선명하게 만들어 보세요.,중심잡기,적응성,학습력;검토력,,메타 공부 + AI 검수 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,"내 약점과 범위를 넣고, AI 답을 오답 기준으로 다시 걸렀어요. 출발은 내 자료였고 계획은 내 손에서 정리됐어요.","시험 2주 전, 무엇부터 공부할지 정해야 했다.",AI의 도움으로 공부 준비를 시작했다.,내 약점과 범위를 넣어 AI 자료를 받았다.,AI 공부 자료가 빠르게 생겼다.,직접 풀어보며 이해가 부족한 부분을 확인했다.,0,-,10,0,10,9,21,18,14,,,AI 도움을 받았다 — 내 시험 범위와 약점을 충분히 넣었는지가 자리다.,내 약점과 시험 범위를 넣어 AI 자료를 받았다 — 실제 범위와 오답에 맞는지 확인해야 한다.,AI 요약·예상문제를 받았다 — 실제 시험 범위 확인이 자리다.,학습설계;학습전략;시간관리;검수능력;자기검증,"학습력, 검토력",0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",
C1R1,C,C1,R1,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",공부한 느낌이 드는 쉬운 방법에서 시작한다,"친구 계획표, 학원 자료, 작년 시험지, 인터넷 요약, 책상 정리나 쉬운 과목처럼 공부한 느낌이 드는 것에서 시작하는 길이다.",친구나 학원 계획표를 따라 한다,"잘하는 친구의 계획표나 학원에서 준 시간표를 바탕으로 내 공부 계획이 만들어진다. 이미 정리된 계획이라 시작하기 쉬워 보이지만, 친구나 학원의 기준이 내 약점과 다를 수 있다.",친구·학원 계획 + 내 약점 정합,좋아 보이는 계획이니 그대로 따른다,"공부 계획은 생겼지만, 친구의 약점이나 학원 진도에 맞춘 계획을 내 상황에 그대로 가져온 공부가 된다.",D,20,친구나 학원 계획표를 그대로 따라가 빠르게 시작했어요.,빠른 자료나 남의 계획에 기대어 내 공부 과정이 부족했어요. 다시 내 약점부터 확인해 보세요.,다시 해본다면 남의 계획이나 AI 자료를 보기 전에 내가 모르는 단원부터 확인해 보세요.,,,,회복력,남의 계획 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,친구나 학원 계획표를 그대로 따라가 빠르게 시작했어요. 하지만 그 계획은 내 약점을 보고 만든 것이 아니었어요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",다른 자료나 쉬운 방법에서 시작했다.,친구나 학원 계획표를 따라갔다.,친구·학원 계획 + 내 약점 정합,깔끔한 계획이나 자료를 그대로 따르기로 했다.,-,0,10,0,7,6,10,8,5,,,공부한 느낌이 드는 쉬운 방법에서 시작했다 — 내 약점·올해 범위와 맞지 않으면 실제 공부는 비어 있을 수 있다.,친구·학원 계획을 따랐다 — 그쪽 약점은 내 약점과 다르다.,친구·학원 계획을 따랐다 — 그쪽 약점은 내 약점과 다르다.,학습설계;시간관리;자기성찰,"학습력, 자기이해",0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",
C1R2,C,C1,R2,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",공부한 느낌이 드는 쉬운 방법에서 시작한다,"친구 계획표, 학원 자료, 작년 시험지, 인터넷 요약, 책상 정리나 쉬운 과목처럼 공부한 느낌이 드는 것에서 시작하는 길이다.",친구나 학원 계획표를 따라 한다,"잘하는 친구의 계획표나 학원에서 준 시간표를 바탕으로 내 공부 계획이 만들어진다. 이미 정리된 계획이라 시작하기 쉬워 보이지만, 친구나 학원의 기준이 내 약점과 다를 수 있다.",친구·학원 계획 + 내 약점 정합,친구나 학원 계획과 내 시험 범위가 다른 부분을 표시한다,"외부 계획을 참고하되, 내 학교 시험 범위와 내 약점에 맞지 않는 부분을 걷어낸 공부 계획이 된다.",D,32,빠진 단원이나 무리한 일정은 조금 보였어요.,빠른 자료나 남의 계획에 기대어 내 공부 과정이 부족했어요. 다시 내 약점부터 확인해 보세요.,다시 해본다면 남의 계획이나 AI 자료를 보기 전에 내가 모르는 단원부터 확인해 보세요.,,,,회복력,계획 정합 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,빠진 단원이나 무리한 일정은 조금 보였어요. 그래도 남의 계획을 내 오답에 맞게 바꾸지는 못했어요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",다른 자료나 쉬운 방법에서 시작했다.,친구나 학원 계획표를 따라갔다.,친구·학원 계획 + 내 약점 정합,시험 범위와 문제집에 맞는지 직접 확인했다.,-,0,10,0,7,6,13,11,7,,,공부한 느낌이 드는 쉬운 방법에서 시작했다 — 내 약점·올해 범위와 맞지 않으면 실제 공부는 비어 있을 수 있다.,친구·학원 계획을 따랐다 — 그쪽 약점은 내 약점과 다르다.,친구·학원 계획을 따랐다 — 그쪽 약점은 내 약점과 다르다.,학습설계;시간관리;자기성찰;비판적 사고,"학습력, 자기이해, 분석력",0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",
C1R3,C,C1,R3,시험 공부,시험 2주 전 — 공부를 어떻게,"중간고사가 2주 앞으로 다가왔다. 시험 과목은 5개이고, 자신 있는 과목은 2개 정도다. 나머지 과목은 어디부터 공부해야 할지 잘 모르겠다. 책상 위에는 시험 범위표와 문제집이 펼쳐져 있다. 계획표를 먼저 짜야 할 것 같지만, 내가 무엇을 알고 무엇을 모르는지부터 헷갈린다.",공부한 느낌이 드는 쉬운 방법에서 시작한다,"친구 계획표, 학원 자료, 작년 시험지, 인터넷 요약, 책상 정리나 쉬운 과목처럼 공부한 느낌이 드는 것에서 시작하는 길이다.",친구나 학원 계획표를 따라 한다,"잘하는 친구의 계획표나 학원에서 준 시간표를 바탕으로 내 공부 계획이 만들어진다. 이미 정리된 계획이라 시작하기 쉬워 보이지만, 친구나 학원의 기준이 내 약점과 다를 수 있다.",친구·학원 계획 + 내 약점 정합,AI에게 친구나 학원 계획을 내 계획처럼 바꿔 달라고 한다,"AI가 계획을 보기 좋게 바꿔주지만, 내가 직접 약점을 확인하지 않으면 여전히 남의 계획을 내 계획처럼 쓰는 공부가 된다.",D,45,처음부터 다시 보며 내 약점과 맞지 않는다는 걸 발견했어요.,빠른 자료나 남의 계획에 기대어 내 공부 과정이 부족했어요. 다시 내 약점부터 확인해 보세요.,다시 해본다면 남의 계획이나 AI 자료를 보기 전에 내가 모르는 단원부터 확인해 보세요.,,,,회복력,AI 표면 정리 카드,내가 뭘 모르는지 알아차리는 순간부터 공부 계획은 내 것이 된다.,처음부터 다시 보며 내 약점과 맞지 않는다는 걸 발견했어요. 남의 계획은 참고가 될 수 있지만 내 기준이 더 필요해요.,"시험 2주 전, 무엇부터 공부할지 정해야 했다.",다른 자료나 쉬운 방법에서 시작했다.,친구나 학원 계획표를 따라갔다.,친구·학원 계획 + 내 약점 정합,직접 풀어보며 이해가 부족한 부분을 확인했다.,-,0,10,0,7,6,18,15,10,학습설계,5,공부한 느낌이 드는 쉬운 방법에서 시작했다 — 내 약점·올해 범위와 맞지 않으면 실제 공부는 비어 있을 수 있다.,친구·학원 계획을 따랐다 — 그쪽 약점은 내 약점과 다르다.,친구·학원 계획을 따랐다 — 그쪽 약점은 내 약점과 다르다.,학습설계;시간관리;학습전략;자기성찰;자기검증,"학습력, 자기이해, 검토력",0,단계 점수 재산정,"시험공부는 학생이 직접 풀고, 약점을 확인하고, 오답과 범위를 다시 보는 과정이 핵심이라는 기준으로 단계 점수를 재산정함.",작년 자기 자료에서 올해 약점을 짚어 시간을 다시 배치하는 자리 — 학습설계 카드와 강한 매칭
