경로,1차,2차,검토,〈컷1〉분류,〈컷1〉제목,〈컷1〉상황텍스트,〈컷2〉1차 라벨,〈컷2〉1차 설명,〈컷3〉깊은선택 라벨,〈컷4〉2차 결과물,〈컷4〉결과 요약,〈컷5〉검토 라벨,〈컷5〉검토 학생narrative,〈컷6〉등급,〈컷6〉점수,〈컷6〉짧은피드백,〈컷6〉Cut6피드백,〈컷6〉다시하기제안(C·D),〈카드획득〉인간중심축,〈카드획득〉인간중심태그,〈카드획득〉도메인카드,〈카드획득〉성장카드,〈카드획득〉카드명(아이템),〈리포트〉학습메시지,〈리포트〉리포트피드백,〈리포트〉만화컷1,〈리포트〉만화컷2,〈리포트〉만화컷3,〈리포트〉만화컷4,〈리포트〉만화컷5,〈내부〉1차 위임변화,〈내부〉1차 지식변화,〈내부〉1차 기본점수,〈내부〉1차 변수점수,〈내부〉2차 시간비용,〈내부〉2차 에너지비용,〈내부〉경로 시간비용,〈내부〉경로 에너지비용,〈내부〉EXP,〈내부〉매칭 요구카드,〈내부〉매칭 보너스,〈미사용〉1차 메시지,〈미사용〉깊은선택 메시지,〈미사용〉결과 교훈,〈미사용〉획득역량카드(레거시),〈미사용〉획득카드정리,〈미사용〉보정점수,〈미사용〉보정유형,〈미사용〉보정사유,〈미사용〉매칭 노트
B1R2,B,B1,R2,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 시작을 도움받는다,"AI를 질문자, 구조 제공자, 초안 제공자로 쓰면서 시작을 도움받는다.",AI 질문에 떠오르는 만큼 답하고 글을 만든다,AI가 준 질문에 답한 내용을 바탕으로 자기소개 초안이 만들어졌다. 시작은 쉬웠지만 답이 짧거나 경험이 빠진 자리가 있었다.,AI 질문에서 시작한 자기소개,답마다 이유나 경험을 한 문장씩 덧붙인다,답마다 이유나 경험을 한 문장씩 덧붙였다. AI 질문에서 시작했지만 내 이유와 경험이 들어가면서 조금 더 나다운 자기소개가 됐다.,D,45,내 말투가 아닌 표현을 일부 찾았어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,타인의 말 경고 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,내 말투가 아닌 표현을 일부 찾았어요. 그래도 처음 답한 내용이 짧아 글의 빈자리를 충분히 채우지는 못했어요.,자기소개를 써야 하는 상황이 생겼다.,AI의 도움으로 글의 시작을 열었다.,AI 질문에 답하며 글감을 만들었다.,AI 질문에서 시작한 자기소개,이상한 표현과 흐름을 한 번 확인했다.,0,-,10,0,6,5,12,10,10,비판적 사고,5,AI로 시작을 열었다 — 내가 질문에 답하고 내 경험을 넣지 않으면 글이 일반적으로 흐를 수 있다.,AI 질문에 답하며 글이 시작됐다. 다만 답이 구체적이지 않으면 AI가 빈자리를 채워 일반적인 글로 흐를 수 있다.,AI 질문이 시작을 도왔다 — 내 이유와 경험이 들어가야 내 자기소개가 된다.,,,-10,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",AI가 만든 거짓 자기소개를 눈으로 발견하는 자리 — 비판적 사고 카드와 강한 매칭
B1R3,B,B1,R3,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 시작을 도움받는다,"AI를 질문자, 구조 제공자, 초안 제공자로 쓰면서 시작을 도움받는다.",AI 질문에 떠오르는 만큼 답하고 글을 만든다,AI가 준 질문에 답한 내용을 바탕으로 자기소개 초안이 만들어졌다. 시작은 쉬웠지만 답이 짧거나 경험이 빠진 자리가 있었다.,AI 질문에서 시작한 자기소개,AI에게 더 궁금한 질문을 하나만 더 받아 답을 보충한다,AI에게 더 궁금한 질문을 하나만 더 받아 답을 보충했다. AI가 던진 추가 질문을 통해 빠진 내용을 발견하고 내가 답한 내용으로 보충한 자기소개가 됐다.,C,60,처음부터 다시 보며 내 이야기가 부족하다는 걸 발견했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,자기이해,회복력,빈자리 발견 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,처음부터 다시 보며 내 이야기가 부족하다는 걸 발견했어요. 고칠 방향은 보였지만 새로 넣을 경험이 더 필요했어요.,자기소개를 써야 하는 상황이 생겼다.,AI의 도움으로 글의 시작을 열었다.,AI 질문에 답하며 글감을 만들었다.,AI 질문에서 시작한 자기소개,다시 읽으며 내가 답할 수 있는 내용만 남겼다.,0,-,10,0,6,5,17,14,12,,,AI로 시작을 열었다 — 내가 질문에 답하고 내 경험을 넣지 않으면 글이 일반적으로 흐를 수 있다.,AI 질문에 답하며 글이 시작됐다. 다만 답이 구체적이지 않으면 AI가 빈자리를 채워 일반적인 글로 흐를 수 있다.,AI 질문이 시작을 도왔다 — 내 이유와 경험이 들어가야 내 자기소개가 된다.,,,-12,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",
B2R1,B,B2,R1,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 시작을 도움받는다,"AI를 질문자, 구조 제공자, 초안 제공자로 쓰면서 시작을 도움받는다.",AI에게 글의 순서를 받고 내 이야기에 맞게 바꾼다,AI가 준 자기소개 순서를 바탕으로 내 정보를 넣고 일부 순서를 바꿨다. 구조는 정리됐지만 빈칸을 채운 느낌이 남았다.,AI 구조에 내 이야기를 채운 자기소개,형식이 정리되어 있으니 그대로 제출한다,AI가 준 순서에 맞게 내 정보를 넣어 그대로 냈다. 읽기 편한 형식은 갖췄지만 내 이야기는 정해진 틀에 맞춰 넣은 정도로만 보이는 자기소개가 됐다.,C,62,AI가 잡아준 순서 덕분에 글 모양은 생겼어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,빌린 문장 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,AI가 잡아준 순서 덕분에 글 모양은 생겼어요. 하지만 바로 넘겨 내 정보와 내 말투 사이의 거리가 남았어요.,자기소개를 써야 하는 상황이 생겼다.,AI의 도움으로 글의 시작을 열었다.,AI가 준 순서에 내 이야기를 채웠다.,AI 구조에 내 이야기를 채운 자기소개,그대로 내며 마지막 확인을 건너뛰었다.,0,-,10,0,8,6,11,8,7,,,AI로 시작을 열었다 — 내가 질문에 답하고 내 경험을 넣지 않으면 글이 일반적으로 흐를 수 있다.,AI 구조에 내 이야기를 채웠다 — 틀은 정리됐지만 내용이 틀에 맞춰 들어간 느낌이 남을 수 있다.,구조는 빌렸지만 내용은 내 것이었다 — 내가 말하고 싶은 부분이 잘 보이는지 확인이 필요하다.,자기지식,자기이해,22,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,
B2R2,B,B2,R2,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 시작을 도움받는다,"AI를 질문자, 구조 제공자, 초안 제공자로 쓰면서 시작을 도움받는다.",AI에게 글의 순서를 받고 내 이야기에 맞게 바꾼다,AI가 준 자기소개 순서를 바탕으로 내 정보를 넣고 일부 순서를 바꿨다. 구조는 정리됐지만 빈칸을 채운 느낌이 남았다.,AI 구조에 내 이야기를 채운 자기소개,내가 말하고 싶은 부분이 잘 보이도록 순서와 내용을 다시 본다,내가 말하고 싶은 부분이 잘 보이도록 순서와 내용을 다시 봤다. AI가 준 구조를 그대로 따르지 않고 내가 중요하게 생각한 내용이 더 잘 드러나도록 정리한 자기소개가 됐다.,C,72,AI가 만든 순서에 내 말투가 아닌 표현을 표시했어요.,"핵심 방향은 잡았지만, 검토나 자기 기준을 더 분명히 하면 결과가 더 좋아질 수 있어요.",다시 해본다면 내가 직접 확인한 근거를 하나 더 넣어 보세요.,융합하기,맥락적 사고,자기이해;표현력,,말투 점검 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"AI가 만든 순서에 내 말투가 아닌 표현을 표시했어요. 글은 나아졌지만, 왜 이 이야기를 골랐는지는 더 필요했어요.",자기소개를 써야 하는 상황이 생겼다.,AI의 도움으로 글의 시작을 열었다.,AI가 준 순서에 내 이야기를 채웠다.,AI 구조에 내 이야기를 채운 자기소개,이상한 표현과 흐름을 한 번 확인했다.,0,-,10,0,8,6,14,11,9,,,AI로 시작을 열었다 — 내가 질문에 답하고 내 경험을 넣지 않으면 글이 일반적으로 흐를 수 있다.,AI 구조에 내 이야기를 채웠다 — 틀은 정리됐지만 내용이 틀에 맞춰 들어간 느낌이 남을 수 있다.,구조는 빌렸지만 내용은 내 것이었다 — 내가 말하고 싶은 부분이 잘 보이는지 확인이 필요하다.,자기지식;표현력;검수능력,"자기이해, 표현력, 검토력",32,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B2R3,B,B2,R3,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 시작을 도움받는다,"AI를 질문자, 구조 제공자, 초안 제공자로 쓰면서 시작을 도움받는다.",AI에게 글의 순서를 받고 내 이야기에 맞게 바꾼다,AI가 준 자기소개 순서를 바탕으로 내 정보를 넣고 일부 순서를 바꿨다. 구조는 정리됐지만 빈칸을 채운 느낌이 남았다.,AI 구조에 내 이야기를 채운 자기소개,AI에게 흐름이 끊기거나 너무 빈칸처럼 보이는 부분을 표시하게 한 뒤 보충한다,AI에게 흐름이 끊기거나 너무 빈칸처럼 보이는 부분을 표시하게 한 뒤 보충했다. 구조의 빈약한 부분을 찾고 그 자리에 내 이야기를 보충한 자기소개가 됐다.,B,84,AI가 정리한 틀을 처음부터 다시 보며 내 말과 경험을 넣었어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,맥락적 사고,자기이해;표현력;검토력,,다시 내 말 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,AI가 정리한 틀을 처음부터 다시 보며 내 말과 경험을 넣었어요. 틀은 빌렸지만 내용의 책임은 조금 되찾았어요.,자기소개를 써야 하는 상황이 생겼다.,AI의 도움으로 글의 시작을 열었다.,AI가 준 순서에 내 이야기를 채웠다.,AI 구조에 내 이야기를 채운 자기소개,다시 읽으며 내가 답할 수 있는 내용만 남겼다.,0,-,10,0,8,6,19,15,12,표현력,5,AI로 시작을 열었다 — 내가 질문에 답하고 내 경험을 넣지 않으면 글이 일반적으로 흐를 수 있다.,AI 구조에 내 이야기를 채웠다 — 틀은 정리됐지만 내용이 틀에 맞춰 들어간 느낌이 남을 수 있다.,구조는 빌렸지만 내용은 내 것이었다 — 내가 말하고 싶은 부분이 잘 보이는지 확인이 필요하다.,자기지식;표현력;검수능력;자기검증,"자기이해, 표현력, 검토력",30,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,AI 문장을 자기 말투로 다시 바꾸는 검토 자리 — 표현력 카드와 강한 매칭
B3R1,B,B3,R1,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 시작을 도움받는다,"AI를 질문자, 구조 제공자, 초안 제공자로 쓰면서 시작을 도움받는다.",AI 초안을 받고 좋아 보이는 문장과 내 메모를 섞어 글을 만든다,AI 초안에서 좋아 보이는 문장을 고르고 내가 쓴 짧은 메모를 함께 넣어 초안이 만들어졌다. 문장은 자연스럽지만 어느 표현이 내 이야기의 중심인지 흐릿했다.,AI 문장과 내 메모가 섞인 자기소개,좋은 문장과 내 메모가 들어갔으니 그대로 제출한다,좋은 문장과 내 메모가 들어갔으니 그대로 냈다. AI 문장과 내 메모가 함께 들어 있지만 어떤 부분이 내 말이고 어떤 부분이 AI의 표현인지 애매한 자기소개가 됐다.,B,78,내 메모가 들어가 글의 중심은 잡혔어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,통합적 사고,자기이해;표현력,,내가 잡은 자기소개 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,내 메모가 들어가 글의 중심은 잡혔어요. 다만 바로 넘겨 AI 문장과 내 말이 섞인 부분을 충분히 가르지 못했어요.,자기소개를 써야 하는 상황이 생겼다.,AI의 도움으로 글의 시작을 열었다.,AI 문장과 내 메모를 함께 놓고 골랐다.,AI 문장과 내 메모가 섞인 자기소개,그대로 내며 마지막 확인을 건너뛰었다.,0,-,10,0,10,8,13,10,10,,,AI로 시작을 열었다 — 내가 질문에 답하고 내 경험을 넣지 않으면 글이 일반적으로 흐를 수 있다.,AI 문장과 내 메모가 섞였다 — 어떤 표현이 내 이야기의 중심인지 확인하는 것이 핵심이다.,AI 표현과 내 메모가 섞였다 — 내 메모의 표현이 살아 있는지 확인하는 것이 핵심이다.,자기지식;표현력;검수능력,"자기이해, 표현력, 검토력",33,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B3R2,B,B3,R2,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 시작을 도움받는다,"AI를 질문자, 구조 제공자, 초안 제공자로 쓰면서 시작을 도움받는다.",AI 초안을 받고 좋아 보이는 문장과 내 메모를 섞어 글을 만든다,AI 초안에서 좋아 보이는 문장을 고르고 내가 쓴 짧은 메모를 함께 넣어 초안이 만들어졌다. 문장은 자연스럽지만 어느 표현이 내 이야기의 중심인지 흐릿했다.,AI 문장과 내 메모가 섞인 자기소개,내 메모에서 살아 있던 표현이 사라지지 않았는지 확인한다,내 메모에서 살아 있던 표현이 사라지지 않았는지 확인했다. 내 짧은 메모에 있던 솔직한 표현을 되살려 더 내 말에 가까운 자기소개가 됐다.,A,86,AI 초안에서 내 말투가 아닌 표현을 골라 고쳤어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,직관적 통찰,표현력;분석력,,검수 자기소개 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"AI 초안에서 내 말투가 아닌 표현을 골라 고쳤어요. 글은 단단해졌지만, 더 깊게 보면 내 이야기의 중심이 더 선명해질 수 있어요.",자기소개를 써야 하는 상황이 생겼다.,AI의 도움으로 글의 시작을 열었다.,AI 문장과 내 메모를 함께 놓고 골랐다.,AI 문장과 내 메모가 섞인 자기소개,이상한 표현과 흐름을 한 번 확인했다.,0,-,10,0,10,8,16,13,12,검수능력,5,AI로 시작을 열었다 — 내가 질문에 답하고 내 경험을 넣지 않으면 글이 일반적으로 흐를 수 있다.,AI 문장과 내 메모가 섞였다 — 어떤 표현이 내 이야기의 중심인지 확인하는 것이 핵심이다.,AI 표현과 내 메모가 섞였다 — 내 메모의 표현이 살아 있는지 확인하는 것이 핵심이다.,자기지식;표현력;검수능력;비판적 사고,"자기이해, 표현력, 검토력, 분석력",30,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,AI를 표현 보조로 쓰고 바뀐 문장을 확인하는 자리 — 검수능력 카드와 강한 매칭
B3R3,B,B3,R3,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 시작을 도움받는다,"AI를 질문자, 구조 제공자, 초안 제공자로 쓰면서 시작을 도움받는다.",AI 초안을 받고 좋아 보이는 문장과 내 메모를 섞어 글을 만든다,AI 초안에서 좋아 보이는 문장을 고르고 내가 쓴 짧은 메모를 함께 넣어 초안이 만들어졌다. 문장은 자연스럽지만 어느 표현이 내 이야기의 중심인지 흐릿했다.,AI 문장과 내 메모가 섞인 자기소개,AI에게 너무 일반적이거나 과한 문장을 표시하게 한 뒤 내 말로 고친다,AI에게 너무 일반적이거나 과한 문장을 표시하게 한 뒤 내 말로 고쳤다. AI의 도움으로 과한 문장을 찾고 내가 실제로 말할 수 있는 표현으로 바꾼 자기소개가 됐다.,S,95,"AI는 표현을 거들었고, 나는 내 메모와 설명할 수 있는 내용만 남겼어요.",자기 기준을 세우고 마지막 확인까지 해낸 선택이라 결과의 완성도가 높아요.,다시 해본다면 같은 주제를 다른 방식으로 풀어 보며 선택의 차이를 비교해 보세요.,중심잡기,적응성,표현력;분석력;검토력,,함께 다듬은 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"AI는 표현을 거들었고, 나는 내 메모와 설명할 수 있는 내용만 남겼어요. AI를 썼지만 글의 무게는 내가 잡았어요.",자기소개를 써야 하는 상황이 생겼다.,AI의 도움으로 글의 시작을 열었다.,AI 문장과 내 메모를 함께 놓고 골랐다.,AI 문장과 내 메모가 섞인 자기소개,다시 읽으며 내가 답할 수 있는 내용만 남겼다.,0,-,10,0,10,8,21,17,14,,,AI로 시작을 열었다 — 내가 질문에 답하고 내 경험을 넣지 않으면 글이 일반적으로 흐를 수 있다.,AI 문장과 내 메모가 섞였다 — 어떤 표현이 내 이야기의 중심인지 확인하는 것이 핵심이다.,AI 표현과 내 메모가 섞였다 — 내 메모의 표현이 살아 있는지 확인하는 것이 핵심이다.,자기지식;표현력;정리력;검수능력;자기검증,"자기이해, 표현력, 검토력",25,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
C1R1,C,C1,R1,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 자기소개를 맡겨본다,AI에게 자기소개 결과물을 먼저 맡기는 길이다.,아무 정보 없이 AI에게 바로 써달라고 한다,AI가 아무 정보 없이 만든 일반적인 자기소개 초안이 만들어졌다. 문장은 매끄럽지만 실제 나에 대한 정보는 거의 없었다.,AI가 상상한 학생의 자기소개,그대로 제출한다,아무 정보 없이 AI가 만든 글을 그대로 냈다. 글은 자연스럽지만 내가 누구인지보다 AI가 상상한 학생의 모습이 더 많이 남는 자기소개가 됐다.,D,18,"아무 정보 없이 AI에게 맡긴 글을 바로 넘겨, AI가 상상한 학생이 내 자기소개 자리를 채웠어요.",이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"아무 정보 없이 AI에게 맡긴 글을 바로 넘겨, AI가 상상한 학생이 내 자기소개 자리를 채웠어요.",자기소개를 써야 하는 상황이 생겼다.,자기소개의 결과를 먼저 AI에게 맡겼다.,내 정보 없이 AI가 글을 만들게 했다.,AI가 상상한 학생의 자기소개,그대로 내며 마지막 확인을 건너뛰었다.,-,0,10,8,3,2,6,4,5,,,결과물부터 맡겼다 — 검토 단계에서 내 재료와 말투를 얼마나 되찾는지가 중요하다.,AI가 아무 정보 없이 만든 글에서 시작했다 — 문장은 매끄럽지만 내 이야기는 거의 없다.,AI가 상상한 글에는 내가 없다 — 검토에서 얼마나 내 이야기를 되찾는지가 전부다.,자기지식;정리력;자기성찰,"자기이해, 표현력",-13,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",
C1R2,C,C1,R2,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 자기소개를 맡겨본다,AI에게 자기소개 결과물을 먼저 맡기는 길이다.,아무 정보 없이 AI에게 바로 써달라고 한다,AI가 아무 정보 없이 만든 일반적인 자기소개 초안이 만들어졌다. 문장은 매끄럽지만 실제 나에 대한 정보는 거의 없었다.,AI가 상상한 학생의 자기소개,내가 실제로 하지 않은 말이나 경험을 직접 지운다,내가 실제로 하지 않은 말이나 경험을 직접 지웠다. 사실과 다른 부분은 줄었지만 남은 글도 아직 내 이야기가 충분하지 않은 자기소개가 됐다.,D,32,내가 하지 않은 말을 몇 개 지웠어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,거짓 자리 발견 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,내가 하지 않은 말을 몇 개 지웠어요. 하지만 처음에 넣은 내 재료가 없어 남은 글도 아직 내 이야기라고 보기 어려웠어요.,자기소개를 써야 하는 상황이 생겼다.,자기소개의 결과를 먼저 AI에게 맡겼다.,내 정보 없이 AI가 글을 만들게 했다.,AI가 상상한 학생의 자기소개,이상한 표현과 흐름을 한 번 확인했다.,-,0,10,8,3,2,9,7,7,,,결과물부터 맡겼다 — 검토 단계에서 내 재료와 말투를 얼마나 되찾는지가 중요하다.,AI가 아무 정보 없이 만든 글에서 시작했다 — 문장은 매끄럽지만 내 이야기는 거의 없다.,AI가 상상한 글에는 내가 없다 — 검토에서 얼마나 내 이야기를 되찾는지가 전부다.,자기지식;정리력;자기성찰;비판적 사고,"자기이해, 표현력, 분석력",-8,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,
C1R3,C,C1,R3,새 학기,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 자기소개를 맡겨본다,AI에게 자기소개 결과물을 먼저 맡기는 길이다.,아무 정보 없이 AI에게 바로 써달라고 한다,AI가 아무 정보 없이 만든 일반적인 자기소개 초안이 만들어졌다. 문장은 매끄럽지만 실제 나에 대한 정보는 거의 없었다.,AI가 상상한 학생의 자기소개,AI에게 내가 설명하기 어려운 문장을 표시하게 한 뒤 고친다,AI에게 내가 설명하기 어려운 문장을 표시하게 한 뒤 고쳤다. 내가 책임지기 어려운 문장을 찾아내고 일부를 내 말로 바꾸었지만 여전히 내 재료를 더 넣어야 하는 자기소개가 됐다.,D,45,처음부터 다시 확인하며 문제를 발견했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,책임 확인 카드,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"처음부터 다시 확인하며 문제를 발견했어요. 하지만 출발 재료가 거의 없어 고칠 근거가 부족했고, 새로 써야 할 부분이 많았어요.",자기소개를 써야 하는 상황이 생겼다.,자기소개의 결과를 먼저 AI에게 맡겼다.,내 정보 없이 AI가 글을 만들게 했다.,AI가 상상한 학생의 자기소개,다시 읽으며 내가 답할 수 있는 내용만 남겼다.,-,0,10,8,3,2,14,11,10,자기검증,5,결과물부터 맡겼다 — 검토 단계에서 내 재료와 말투를 얼마나 되찾는지가 중요하다.,AI가 아무 정보 없이 만든 글에서 시작했다 — 문장은 매끄럽지만 내 이야기는 거의 없다.,AI가 상상한 글에는 내가 없다 — 검토에서 얼마나 내 이야기를 되찾는지가 전부다.,자기지식;정리력;표현력;자기성찰;자기검증,"자기이해, 표현력, 검토력",-10,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",AI가 만든 글 중 내가 책임지기 어려운 문장을 찾아내고 내 말로 바꾸는 자리 — 자기검증 카드와 강한 매칭
