경로,1차,2차,검토,〈컷1〉분류,〈컷1〉제목,〈컷1〉상황텍스트,〈컷2〉1차 라벨,〈컷2〉1차 설명,〈컷3〉깊은선택 라벨,〈컷4〉2차 결과물,〈컷4〉결과 요약,〈컷5〉검토 라벨,〈컷5〉검토 학생narrative,〈컷6〉등급,〈컷6〉점수,〈컷6〉짧은피드백,〈컷6〉Cut6피드백,〈컷6〉다시하기제안(C·D),〈카드획득〉인간중심축,〈카드획득〉인간중심태그,〈카드획득〉도메인카드,〈카드획득〉성장카드,〈카드획득〉카드명(아이템),〈리포트〉학습메시지,〈리포트〉리포트피드백,〈리포트〉만화컷1,〈리포트〉만화컷2,〈리포트〉만화컷3,〈리포트〉만화컷4,〈리포트〉만화컷5,〈내부〉1차 위임변화,〈내부〉1차 지식변화,〈내부〉1차 기본점수,〈내부〉1차 변수점수,〈내부〉2차 시간비용,〈내부〉2차 에너지비용,〈내부〉경로 시간비용,〈내부〉경로 에너지비용,〈내부〉EXP,〈내부〉매칭 요구카드,〈내부〉매칭 보너스,〈미사용〉1차 메시지,〈미사용〉깊은선택 메시지,〈미사용〉결과 교훈,〈미사용〉획득역량카드(레거시),〈미사용〉획득카드정리,〈미사용〉보정점수,〈미사용〉보정유형,〈미사용〉보정사유,〈미사용〉매칭 노트
B1R2,B,B1,R2,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",AI나 다른 도움으로 읽을 실마리를 잡는다,"AI, 요약, 소개 자료처럼 책 밖의 도움으로 읽을 부분을 찾는 길이다. 도움을 받더라도 책 안 장면을 직접 확인해야 내 감상이 생긴다.",AI나 검색 요약으로 줄거리를 파악하고 중요한 장면 하나를 책에서 찾아 읽는다,"AI나 검색으로 줄거리의 큰 흐름을 확인하고, 중요해 보이는 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 전체를 읽지는 않았지만, 적어도 한 장면은 직접 확인했다.",요약 + 한 장면 직접 확인한 독후감,요약과 실제 책 장면이 다르게 느껴지는 부분을 쓴다,한 번 읽으며 책에 없는 캥거루와 왕국 설정을 발견하고 표시했다.,C,73,요약과 책 장면이 다른 부분을 일부 찾았어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,문해력,회복력,환각 발견 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.","요약과 책 장면이 다른 부분을 일부 찾았어요. 직접 확인한 장면은 있지만, 전체 맥락이 얕아 감상은 아직 조심스러워요.",독후감을 써야 하지만 책을 충분히 읽지 못했다.,AI 도움으로 책에 접근할 길을 찾았다.,AI 요약을 보고 책에서 장면을 찾아 읽었다.,요약 + 한 장면 직접 확인한 독후감,읽지 않은 장면과 설명하기 어려운 문장을 표시했다.,0,-,10,0,9,8,15,13,10,비판적 사고,5,"AI나 다른 도움으로 책에 들어갈 실마리를 찾았다 — 도움은 입구가 될 수 있지만, 감상은 책 안에서 직접 만난 장면에서 나온다.",요약으로 흐름을 잡고 한 장면은 직접 확인했다 — 책 안으로 돌아왔지만 전체 맥락은 아직 얕다.,요약으로 흐름을 잡았지만 직접 읽지 않은 부분의 빈틈이 남는다 — 한 장면이 전체를 대신할 수 없다.,,,-12,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",AI가 만든 캥거루 환각을 눈으로 발견하는 자리 — 비판적 사고 카드와 강한 매칭
B1R3,B,B1,R3,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",AI나 다른 도움으로 읽을 실마리를 잡는다,"AI, 요약, 소개 자료처럼 책 밖의 도움으로 읽을 부분을 찾는 길이다. 도움을 받더라도 책 안 장면을 직접 확인해야 내 감상이 생긴다.",AI나 검색 요약으로 줄거리를 파악하고 중요한 장면 하나를 책에서 찾아 읽는다,"AI나 검색으로 줄거리의 큰 흐름을 확인하고, 중요해 보이는 장면 하나를 책에서 찾아 읽은 뒤 독후감 초안이 만들어졌다. 전체를 읽지는 않았지만, 적어도 한 장면은 직접 확인했다.",요약 + 한 장면 직접 확인한 독후감,"AI에게 요약에서 중요하다고 한 장면을 물어본 뒤, 그 장면은 책에서 다시 확인한다",환각뿐 아니라 전체 줄거리 구조가 책과 어긋남을 확인했다. 검증할 기준이 자기에게 없다는 것을 보았다.,B,82,책 장면과 내 감상을 다시 맞추며 요약의 빈틈을 발견했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,중심잡기,호기심,문해력;검토력,회복력,위태로운 위임 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.","책 장면과 내 감상을 다시 맞추며 요약의 빈틈을 발견했어요. 늦게라도 책 안으로 돌아왔지만, 전체를 읽은 감상만큼 깊지는 않아요.",독후감을 써야 하지만 책을 충분히 읽지 못했다.,AI 도움으로 책에 접근할 길을 찾았다.,AI 요약을 보고 책에서 장면을 찾아 읽었다.,요약 + 한 장면 직접 확인한 독후감,책에서 확인한 장면과 감상만 남기려 했다.,0,-,10,0,9,8,20,17,14,,,"AI나 다른 도움으로 책에 들어갈 실마리를 찾았다 — 도움은 입구가 될 수 있지만, 감상은 책 안에서 직접 만난 장면에서 나온다.",요약으로 흐름을 잡고 한 장면은 직접 확인했다 — 책 안으로 돌아왔지만 전체 맥락은 아직 얕다.,요약으로 흐름을 잡았지만 직접 읽지 않은 부분의 빈틈이 남는다 — 한 장면이 전체를 대신할 수 없다.,,,-13,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",
B2R1,B,B2,R1,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",AI나 다른 도움으로 읽을 실마리를 잡는다,"AI, 요약, 소개 자료처럼 책 밖의 도움으로 읽을 부분을 찾는 길이다. 도움을 받더라도 책 안 장면을 직접 확인해야 내 감상이 생긴다.",유명한 문장이나 소개 자료를 보고 그 앞뒤 장면을 직접 읽는다,"어린왕자의 유명한 문장 하나를 고르고, 그 문장이 나오는 앞뒤 장면을 읽은 뒤 독후감 초안이 만들어졌다. 유명한 말에서 시작했지만, 문장이 놓인 상황을 일부 확인한 상태이다.",유명한 문장 앞뒤 맥락을 확인한 독후감,유명한 문장을 확인했으니 그대로 제출한다,유명한 문장과 그 앞뒤 장면만 본 채 그대로 냈다. 읽은 조각 밖의 책은 자기에게 통과하지 않았다.,C,66,유명한 문장의 앞뒤를 읽어 감상의 단서는 생겼어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,검증되지 않은 인용 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",유명한 문장의 앞뒤를 읽어 감상의 단서는 생겼어요. 다만 바로 내서 유명한 말에 내 생각이 눌린 부분이 남았어요.,독후감을 써야 하지만 책을 충분히 읽지 못했다.,AI 도움으로 책에 접근할 길을 찾았다.,유명한 문장 앞뒤를 직접 확인했다.,유명한 문장 앞뒤 맥락을 확인한 독후감,그대로 내며 직접 읽은 근거를 확인하지 못했다.,0,-,10,0,9,8,12,10,6,,,"AI나 다른 도움으로 책에 들어갈 실마리를 찾았다 — 도움은 입구가 될 수 있지만, 감상은 책 안에서 직접 만난 장면에서 나온다.",책 밖의 단서에서 시작했지만 문장이 놓인 장면은 직접 확인했다 — 유명한 말에 기대지 않고 맥락을 보려는 선택이다.,유명한 문장을 골랐지만 그것이 왜 그 장면에서 나왔는지 연결해야 독후감이 된다.,해석능력,문해력,15,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,
B2R2,B,B2,R2,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",AI나 다른 도움으로 읽을 실마리를 잡는다,"AI, 요약, 소개 자료처럼 책 밖의 도움으로 읽을 부분을 찾는 길이다. 도움을 받더라도 책 안 장면을 직접 확인해야 내 감상이 생긴다.",유명한 문장이나 소개 자료를 보고 그 앞뒤 장면을 직접 읽는다,"어린왕자의 유명한 문장 하나를 고르고, 그 문장이 나오는 앞뒤 장면을 읽은 뒤 독후감 초안이 만들어졌다. 유명한 말에서 시작했지만, 문장이 놓인 상황을 일부 확인한 상태이다.",유명한 문장 앞뒤 맥락을 확인한 독후감,그 문장이 왜 그 장면에서 나왔는지 내 생각을 덧붙인다,한 번 읽으며 AI가 준 인용이 책 어디에서 나온 건지 알 수 없다는 것이 보였다.,B,78,문장이 놓인 장면과 다른 표현을 일부 고쳤어요.,"핵심 방향은 잡았지만, 검토나 자기 기준을 더 분명히 하면 결과가 더 좋아질 수 있어요.",다시 해본다면 내가 직접 확인한 근거를 하나 더 넣어 보세요.,융합하기,맥락적 사고,문해력,,인용 점검 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",문장이 놓인 장면과 다른 표현을 일부 고쳤어요. 유명한 말이 아니라 내가 읽은 장면이 조금 더 보이기 시작했어요.,독후감을 써야 하지만 책을 충분히 읽지 못했다.,AI 도움으로 책에 접근할 길을 찾았다.,유명한 문장 앞뒤를 직접 확인했다.,유명한 문장 앞뒤 맥락을 확인한 독후감,읽지 않은 장면과 설명하기 어려운 문장을 표시했다.,0,-,10,0,9,8,15,13,8,,,"AI나 다른 도움으로 책에 들어갈 실마리를 찾았다 — 도움은 입구가 될 수 있지만, 감상은 책 안에서 직접 만난 장면에서 나온다.",책 밖의 단서에서 시작했지만 문장이 놓인 장면은 직접 확인했다 — 유명한 말에 기대지 않고 맥락을 보려는 선택이다.,유명한 문장을 골랐지만 그것이 왜 그 장면에서 나왔는지 연결해야 독후감이 된다.,해석능력;검수능력;비판적 사고,"문해력, 검토력, 분석력",32,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B2R3,B,B2,R3,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",AI나 다른 도움으로 읽을 실마리를 잡는다,"AI, 요약, 소개 자료처럼 책 밖의 도움으로 읽을 부분을 찾는 길이다. 도움을 받더라도 책 안 장면을 직접 확인해야 내 감상이 생긴다.",유명한 문장이나 소개 자료를 보고 그 앞뒤 장면을 직접 읽는다,"어린왕자의 유명한 문장 하나를 고르고, 그 문장이 나오는 앞뒤 장면을 읽은 뒤 독후감 초안이 만들어졌다. 유명한 말에서 시작했지만, 문장이 놓인 상황을 일부 확인한 상태이다.",유명한 문장 앞뒤 맥락을 확인한 독후감,"AI에게 그 문장의 앞뒤 맥락을 물어본 뒤, 책에서 다시 확인하고 내 말로 고친다",책 원전과 대조하니 인용이 다듬어진 표현이라 직접 인용을 다시 찾았다.,A,88,"유명한 문장과 앞뒤 장면, 내 감상을 다시 연결했어요.","좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,맥락적 사고,문해력;검토력,,검증의 눈 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.","유명한 문장과 앞뒤 장면, 내 감상을 다시 연결했어요. 빌린 문장이 내 질문으로 바뀌기 시작했어요.",독후감을 써야 하지만 책을 충분히 읽지 못했다.,AI 도움으로 책에 접근할 길을 찾았다.,유명한 문장 앞뒤를 직접 확인했다.,유명한 문장 앞뒤 맥락을 확인한 독후감,책에서 확인한 장면과 감상만 남기려 했다.,0,-,10,0,9,8,20,17,12,검수능력,5,"AI나 다른 도움으로 책에 들어갈 실마리를 찾았다 — 도움은 입구가 될 수 있지만, 감상은 책 안에서 직접 만난 장면에서 나온다.",책 밖의 단서에서 시작했지만 문장이 놓인 장면은 직접 확인했다 — 유명한 말에 기대지 않고 맥락을 보려는 선택이다.,유명한 문장을 골랐지만 그것이 왜 그 장면에서 나왔는지 연결해야 독후감이 된다.,해석능력;검수능력;자기검증;비판적 사고,"문해력, 검토력, 분석력",30,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,AI가 준 인용을 책 원전과 대조하는 자리 — 검수능력 카드와 강한 매칭
B3R1,B,B3,R1,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",AI나 다른 도움으로 읽을 실마리를 잡는다,"AI, 요약, 소개 자료처럼 책 밖의 도움으로 읽을 부분을 찾는 길이다. 도움을 받더라도 책 안 장면을 직접 확인해야 내 감상이 생긴다.",책을 읽으며 AI에게 궁금한 점을 물어보고 내 생각을 정리한다,"책을 읽어 가며 궁금한 점을 AI에게 묻고, 그 답을 내 생각과 견주어 정리한 독후감 초안이 만들어졌다. 책과의 만남 위에 AI와의 대화가 쌓인 상태이다.",책을 읽으며 AI와 대화해 정리한 독후감,궁금한 장면은 읽었으니 그대로 제출한다,"책을 읽으며 AI와 주고받은 질문으로 생각은 쌓였지만, 정리한 글을 확인 없이 그대로 냈다.",B,82,책을 읽으며 AI와 질문을 나눠 생각의 실마리는 생겼어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,중심잡기,호기심,문해력;탐색력,,자기 주도 + 다듬기 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",책을 읽으며 AI와 질문을 나눠 생각의 실마리는 생겼어요. 다만 바로 내서 AI 답과 내 감상이 충분히 구분되지는 않았어요.,독후감을 써야 하지만 책을 충분히 읽지 못했다.,AI 도움으로 책에 접근할 길을 찾았다.,읽다가 궁금한 점을 AI에게 물으며 내 생각을 정리했다.,외부 단서에서 시작해 직접 확인한 독후감,그대로 내며 직접 읽은 근거를 확인하지 못했다.,0,-,10,0,12,10,15,12,3,,,"AI나 다른 도움으로 책에 들어갈 실마리를 찾았다 — 도움은 입구가 될 수 있지만, 감상은 책 안에서 직접 만난 장면에서 나온다.","책을 읽는 과정에 AI를 대화 상대로 썼다 — AI가 답을 대신 쓰는 것이 아니라, 내가 멈춘 지점을 더 생각하게 돕는 길이다.",책 밖에서 시작해도 직접 읽은 장면이 있으면 내 감상의 근거가 생긴다.,문해력;공감력;검수능력,"문해력, 검토력",33,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B3R2,B,B3,R2,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",AI나 다른 도움으로 읽을 실마리를 잡는다,"AI, 요약, 소개 자료처럼 책 밖의 도움으로 읽을 부분을 찾는 길이다. 도움을 받더라도 책 안 장면을 직접 확인해야 내 감상이 생긴다.",책을 읽으며 AI에게 궁금한 점을 물어보고 내 생각을 정리한다,"책을 읽어 가며 궁금한 점을 AI에게 묻고, 그 답을 내 생각과 견주어 정리한 독후감 초안이 만들어졌다. 책과의 만남 위에 AI와의 대화가 쌓인 상태이다.",책을 읽으며 AI와 대화해 정리한 독후감,친구나 영상의 설명과 내가 읽은 장면이 다른 부분을 쓴다,한 번 읽으며 AI가 바꾼 표현 하나가 자기 감상 같지 않아 처음 쓴 문장으로 되돌렸다.,A,90,AI 답 중 내 말 같지 않은 부분을 고치며 읽은 장면을 살렸어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,직관적 통찰,문해력;분석력,,검수한 다듬기 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.","AI 답 중 내 말 같지 않은 부분을 고치며 읽은 장면을 살렸어요. 감상은 선명해졌지만, 장면과 생각을 더 깊게 이을 수 있어요.",독후감을 써야 하지만 책을 충분히 읽지 못했다.,AI 도움으로 책에 접근할 길을 찾았다.,읽다가 궁금한 점을 AI에게 물으며 내 생각을 정리했다.,외부 단서에서 시작해 직접 확인한 독후감,읽지 않은 장면과 설명하기 어려운 문장을 표시했다.,0,-,10,0,12,10,18,15,5,검수능력,5,"AI나 다른 도움으로 책에 들어갈 실마리를 찾았다 — 도움은 입구가 될 수 있지만, 감상은 책 안에서 직접 만난 장면에서 나온다.","책을 읽는 과정에 AI를 대화 상대로 썼다 — AI가 답을 대신 쓰는 것이 아니라, 내가 멈춘 지점을 더 생각하게 돕는 길이다.",책 밖에서 시작해도 직접 읽은 장면이 있으면 내 감상의 근거가 생긴다.,문해력;공감력;검수능력;비판적 사고,"문해력, 검토력, 분석력",30,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,AI가 다듬은 표현을 자기 말투에 맞춰 검수하는 자리 — 검수능력 카드와 강한 매칭
B3R3,B,B3,R3,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",AI나 다른 도움으로 읽을 실마리를 잡는다,"AI, 요약, 소개 자료처럼 책 밖의 도움으로 읽을 부분을 찾는 길이다. 도움을 받더라도 책 안 장면을 직접 확인해야 내 감상이 생긴다.",책을 읽으며 AI에게 궁금한 점을 물어보고 내 생각을 정리한다,"책을 읽어 가며 궁금한 점을 AI에게 묻고, 그 답을 내 생각과 견주어 정리한 독후감 초안이 만들어졌다. 책과의 만남 위에 AI와의 대화가 쌓인 상태이다.",책을 읽으며 AI와 대화해 정리한 독후감,"AI에게 두 설명의 차이를 정리하게 한 뒤, 책 장면을 다시 확인하고 내 생각을 보충한다",처음 쓴 문장과 AI가 다듬은 문장을 한 줄씩 비교해 자기 말에 맞는 쪽만 남겼다.,S,97,"읽은 장면, AI와 나눈 질문, 내 감상을 끝까지 다시 맞췄어요.",자기 기준을 세우고 마지막 확인까지 해낸 선택이라 결과의 완성도가 높아요.,다시 해본다면 같은 주제를 다른 방식으로 풀어 보며 선택의 차이를 비교해 보세요.,융합하기,통합적 사고,문해력;분석력;검토력,,머무른 감상 + 다듬기 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.","읽은 장면, AI와 나눈 질문, 내 감상을 끝까지 다시 맞췄어요. AI는 생각을 넓히는 상대였고 감상은 내가 읽은 장면에서 나왔어요.",독후감을 써야 하지만 책을 충분히 읽지 못했다.,AI 도움으로 책에 접근할 길을 찾았다.,읽다가 궁금한 점을 AI에게 물으며 내 생각을 정리했다.,외부 단서에서 시작해 직접 확인한 독후감,책에서 확인한 장면과 감상만 남기려 했다.,0,-,10,0,12,10,23,19,10,,,"AI나 다른 도움으로 책에 들어갈 실마리를 찾았다 — 도움은 입구가 될 수 있지만, 감상은 책 안에서 직접 만난 장면에서 나온다.","책을 읽는 과정에 AI를 대화 상대로 썼다 — AI가 답을 대신 쓰는 것이 아니라, 내가 멈춘 지점을 더 생각하게 돕는 길이다.",책 밖에서 시작해도 직접 읽은 장면이 있으면 내 감상의 근거가 생긴다.,문해력;공감력;해석능력;검수능력;자기검증,"문해력, 검토력",25,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
C1R1,C,C1,R1,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",책 읽기를 건너뛰고 독후감을 만들어본다,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",AI에게 줄거리와 독후감 초안을 바로 부탁한다,"AI가 줄거리와 독후감 초안을 빠르게 만들어 주었다. 문장은 그럴듯하게 정리되었지만, 내가 책에서 직접 만난 장면이나 내 감상은 거의 들어 있지 않았다.",AI 줄거리·독후감 초안,AI가 쓴 독후감이 깔끔하니 그대로 제출한다,"AI가 만든 줄거리와 독후감 초안을 그대로 냈다. 글은 깔끔하지만 내가 읽고 느낀 장면이 거의 없어, 질문을 받으면 설명하기 어려운 독후감이 된다.",D,14,책을 읽지 않고 AI 초안을 바로 냈어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,AI 초안 의존 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",책을 읽지 않고 AI 초안을 바로 냈어요. 문장은 생겼지만 내가 책에서 만난 장면은 없었어요.,독후감을 써야 하지만 책을 충분히 읽지 못했다.,책 읽기를 건너뛰고 빠른 결과를 선택했다.,AI가 줄거리와 독후감 초안을 만들었다.,AI 초안은 빠르게 만들어졌다.,그대로 내며 직접 읽은 근거를 확인하지 못했다.,-,0,10,8,4,3,7,5,5,,,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,AI가 만든 글에서 시작했다 — 문장은 깔끔하지만 내가 책을 읽고 만난 장면은 거의 없다.,"AI 초안은 빠르게 생겼지만, 책을 직접 읽고 멈춰 생각한 과정은 대신 만들어 주지 않는다.",공감력;해석능력;자기성찰,"문해력, 자기이해",-3,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,
C1R2,C,C1,R2,본인 경험 기반,어린왕자 독후감,"국어 시간에 『어린왕자』를 읽고 독후감을 써오라는 과제가 나왔다. 책 이름은 많이 들어봤고 유명한 문장도 어디선가 본 것 같지만, 아직 책을 제대로 읽지는 않았다. 제출일은 다가오는데 지금부터 책을 다 읽기에는 시간이 부족해 보인다.",책 읽기를 건너뛰고 독후감을 만들어본다,"AI, 검색, 영상, 유명한 문장 같은 책 밖의 단서로 독후감을 만드는 길이다.",AI에게 줄거리와 독후감 초안을 바로 부탁한다,"AI가 줄거리와 독후감 초안을 빠르게 만들어 주었다. 문장은 그럴듯하게 정리되었지만, 내가 책에서 직접 만난 장면이나 내 감상은 거의 들어 있지 않았다.",AI 줄거리·독후감 초안,내가 읽지 않은 장면이나 설명할 수 없는 문장을 지운다,"AI 초안을 한 번 읽으며 내가 읽지 않은 장면이나 설명할 수 없는 문장을 표시했다. 이상한 부분은 조금 줄었지만, 내 감상으로 다시 채운 부분은 아직 부족하다.",D,28,책과 다른 내용 몇 개를 찾았어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,AI 초안 점검 카드,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",책과 다른 내용 몇 개를 찾았어요. 하지만 직접 읽은 장면이 없어 감상문을 내 글로 고치기 어려웠어요.,독후감을 써야 하지만 책을 충분히 읽지 못했다.,책 읽기를 건너뛰고 빠른 결과를 선택했다.,AI가 줄거리와 독후감 초안을 만들었다.,AI 초안은 빠르게 만들어졌다.,읽지 않은 장면과 설명하기 어려운 문장을 표시했다.,-,0,10,8,4,3,10,8,7,,,책 읽기를 건너뛰었다 — 결과는 빠르게 나오지만 내가 책 앞에서 멈추고 생각한 시간이 빠질 수 있다.,AI가 만든 글에서 시작했다 — 문장은 깔끔하지만 내가 책을 읽고 만난 장면은 거의 없다.,"AI 초안은 빠르게 생겼지만, 책을 직접 읽고 멈춰 생각한 과정은 대신 만들어 주지 않는다.",공감력;해석능력;자기성찰;비판적 사고,"문해력, 자기이해, 분석력",9,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,
