경로,1차,2차,검토,〈컷1〉분류,〈컷1〉제목,〈컷1〉상황텍스트,〈컷2〉1차 라벨,〈컷2〉1차 설명,〈컷3〉깊은선택 라벨,〈컷4〉2차 결과물,〈컷4〉결과 요약,〈컷5〉검토 라벨,〈컷5〉검토 학생narrative,〈컷6〉등급,〈컷6〉점수,〈컷6〉짧은피드백,〈컷6〉Cut6피드백,〈컷6〉다시하기제안(C·D),〈카드획득〉인간중심축,〈카드획득〉인간중심태그,〈카드획득〉도메인카드,〈카드획득〉성장카드,〈카드획득〉카드명(아이템),〈리포트〉학습메시지,〈리포트〉리포트피드백,〈리포트〉만화컷1,〈리포트〉만화컷2,〈리포트〉만화컷3,〈리포트〉만화컷4,〈리포트〉만화컷5,〈내부〉1차 위임변화,〈내부〉1차 지식변화,〈내부〉1차 기본점수,〈내부〉1차 변수점수,〈내부〉2차 시간비용,〈내부〉2차 에너지비용,〈내부〉경로 시간비용,〈내부〉경로 에너지비용,〈내부〉EXP,〈내부〉매칭 요구카드,〈내부〉매칭 보너스,〈미사용〉1차 메시지,〈미사용〉깊은선택 메시지,〈미사용〉결과 교훈,〈미사용〉획득역량카드(레거시),〈미사용〉획득카드정리,〈미사용〉보정점수,〈미사용〉보정유형,〈미사용〉보정사유,〈미사용〉매칭 노트
B1R2,B,B1,R2,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",AI로 가능성을 넓혀본다,"AI에게 유망한 일, 새로운 조합, 작은 프로젝트, 사라질 일과 생길 일을 물어보며 가능성을 넓혀보는 길이다.",AI에게 앞으로 유망한 일을 추천받는다,"AI가 추천한 유망 직업이나 관심 분야 목록이 만들어진다. 미래 전망, 돈, 안정성, 새로 생길 일 같은 기준이 들어 있지만, 그 일이 나와 맞는지는 아직 확인되지 않았다.",AI 유망 추천 + 근거 점검,그 일이 왜 유망하다는지 근거를 찾아보고 내가 끌리는 이유를 적는다,"AI 추천을 그대로 받지 않고, 전망의 근거와 내 관심이 만나는 지점을 확인한 진로탐구가 된다.",D,38,낯선 직업 이름을 일부 확인했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,타인의 답 경고 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,낯선 직업 이름을 일부 확인했어요. 그래도 추천 목록이 내 관심과 이어지는지는 아직 약해요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,AI로 진로 가능성을 넓혀 보았다.,AI에게 유망한 일을 추천받았다.,AI 유망 추천 + 근거 점검,AI가 한 부분과 내가 판단한 부분을 나눴다.,0,-,10,0,4,3,10,8,10,비판적 사고,5,AI로 가능성을 넓혔다 — 추천이 곧 내 진로는 아니다.,AI 유망 추천을 받았다 — 사실/예상/의견을 나누는 자리가 다음이다.,AI 유망 추천을 받았다 — 사실/예상/의견을 나누는 자리가 다음이다.,,,2,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,AI가 뽑은 유망 직업 안의 근거 없는 자리를 눈으로 발견하는 자리 — 비판적 사고 카드와 강한 매칭
B1R3,B,B1,R3,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",AI로 가능성을 넓혀본다,"AI에게 유망한 일, 새로운 조합, 작은 프로젝트, 사라질 일과 생길 일을 물어보며 가능성을 넓혀보는 길이다.",AI에게 앞으로 유망한 일을 추천받는다,"AI가 추천한 유망 직업이나 관심 분야 목록이 만들어진다. 미래 전망, 돈, 안정성, 새로 생길 일 같은 기준이 들어 있지만, 그 일이 나와 맞는지는 아직 확인되지 않았다.",AI 유망 추천 + 근거 점검,"AI에게 추천 이유를 사실, 예상, 의견으로 나누게 한 뒤 근거를 확인한다","AI의 추천을 정답처럼 믿지 않고, 확인 가능한 말과 추측을 나누어 보는 진로탐구가 된다.",D,55,추천을 처음부터 다시 보며 내 기준이 부족하다는 걸 발견했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,유망 직업 경고 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,추천을 처음부터 다시 보며 내 기준이 부족하다는 걸 발견했어요. 고를 직업보다 먼저 내 질문이 필요해요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,AI로 진로 가능성을 넓혀 보았다.,AI에게 유망한 일을 추천받았다.,AI 유망 추천 + 근거 점검,내가 더 배워야 할 부분을 하나 골랐다.,0,-,10,0,4,3,15,12,12,,,AI로 가능성을 넓혔다 — 추천이 곧 내 진로는 아니다.,AI 유망 추천을 받았다 — 사실/예상/의견을 나누는 자리가 다음이다.,AI 유망 추천을 받았다 — 사실/예상/의견을 나누는 자리가 다음이다.,,,0,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,
B2R1,B,B2,R1,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",AI로 가능성을 넓혀본다,"AI에게 유망한 일, 새로운 조합, 작은 프로젝트, 사라질 일과 생길 일을 물어보며 가능성을 넓혀보는 길이다.",AI에게 내 관심으로 만들 수 있는 새 일을 제안받는다,"내가 좋아하는 것과 관심사를 AI에게 넣고, 그것으로 해볼 수 있는 프로젝트나 새 일의 예시가 만들어진다. 가능성은 넓어졌지만, 실제로 내가 해보고 싶은 것과 AI가 그럴듯하게 조합한 것이 섞여 있을 수 있다.",AI 새 조합 + 진짜 끌림 점검,AI가 추천한 프로젝트를 그대로 내 진로 방향으로 쓴다,"신기하고 새로워 보이는 방향은 생겼지만, 내가 정말 해보고 싶은지 확인하지 않은 진로탐구가 된다.",C,68,AI가 내 관심에서 새 가능성을 넓혀줬어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,중심잡기,호기심,,회복력,빌린 답 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,AI가 내 관심에서 새 가능성을 넓혀줬어요. 다만 그대로 정리해 어떤 가능성이 내게 맞는지는 덜 따졌어요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,AI로 진로 가능성을 넓혀 보았다.,내 관심으로 만들 수 있는 일을 제안받았다.,AI 새 조합 + 진짜 끌림 점검,그럴듯한 결과를 곧 내 진로처럼 받아들였다.,0,-,10,0,8,6,11,8,7,,,AI로 가능성을 넓혔다 — 추천이 곧 내 진로는 아니다.,AI로 새 조합을 받았다 — 그럴듯함과 진짜 끌림은 다르다.,AI로 새 조합을 받았다 — 그럴듯함과 진짜 끌림은 다르다.,직업이해,탐색력,22,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,
B2R2,B,B2,R2,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",AI로 가능성을 넓혀본다,"AI에게 유망한 일, 새로운 조합, 작은 프로젝트, 사라질 일과 생길 일을 물어보며 가능성을 넓혀보는 길이다.",AI에게 내 관심으로 만들 수 있는 새 일을 제안받는다,"내가 좋아하는 것과 관심사를 AI에게 넣고, 그것으로 해볼 수 있는 프로젝트나 새 일의 예시가 만들어진다. 가능성은 넓어졌지만, 실제로 내가 해보고 싶은 것과 AI가 그럴듯하게 조합한 것이 섞여 있을 수 있다.",AI 새 조합 + 진짜 끌림 점검,억지로 붙인 조합과 진짜 끌리는 조합을 나눈다,"AI가 만든 조합 중에서 그럴듯하기만 한 것은 덜어내고, 내가 실제로 관심을 느끼는 방향을 남긴 진로탐구가 된다.",B,80,낯선 말과 이상한 정보를 확인하며 가능성의 일부를 걸렀어요.,"핵심 방향은 잡았지만, 검토나 자기 기준을 더 분명히 하면 결과가 더 좋아질 수 있어요.",다시 해본다면 내가 직접 확인한 근거를 하나 더 넣어 보세요.,융합하기,창의적 사고,탐색력,,AI 답 점검 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,낯선 말과 이상한 정보를 확인하며 가능성의 일부를 걸렀어요. 내 기준과 연결하면 더 단단해질 수 있어요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,AI로 진로 가능성을 넓혀 보았다.,내 관심으로 만들 수 있는 일을 제안받았다.,AI 새 조합 + 진짜 끌림 점검,AI가 한 부분과 내가 판단한 부분을 나눴다.,0,-,10,0,8,6,14,11,9,,,AI로 가능성을 넓혔다 — 추천이 곧 내 진로는 아니다.,AI로 새 조합을 받았다 — 그럴듯함과 진짜 끌림은 다르다.,AI로 새 조합을 받았다 — 그럴듯함과 진짜 끌림은 다르다.,직업이해;정보분석;검수능력,"탐색력, 분석력, 검토력",32,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B2R3,B,B2,R3,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",AI로 가능성을 넓혀본다,"AI에게 유망한 일, 새로운 조합, 작은 프로젝트, 사라질 일과 생길 일을 물어보며 가능성을 넓혀보는 길이다.",AI에게 내 관심으로 만들 수 있는 새 일을 제안받는다,"내가 좋아하는 것과 관심사를 AI에게 넣고, 그것으로 해볼 수 있는 프로젝트나 새 일의 예시가 만들어진다. 가능성은 넓어졌지만, 실제로 내가 해보고 싶은 것과 AI가 그럴듯하게 조합한 것이 섞여 있을 수 있다.",AI 새 조합 + 진짜 끌림 점검,AI에게 추천한 프로젝트를 쉬운 순서로 나누게 한 뒤 첫 단계만 정한다,큰 진로 이름보다 먼저 해볼 수 있는 작은 프로젝트의 첫 단계를 정한 진로탐구가 된다.,A,90,AI가 넓힌 가능성을 내 관심과 실제 활동에 비춰 다시 봤어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,창의적 사고,탐색력;분석력,,AI 답 검수 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,AI가 넓힌 가능성을 내 관심과 실제 활동에 비춰 다시 봤어요. 추천을 내 판단으로 좁혀간 선택이에요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,AI로 진로 가능성을 넓혀 보았다.,내 관심으로 만들 수 있는 일을 제안받았다.,AI 새 조합 + 진짜 끌림 점검,내가 더 배워야 할 부분을 하나 골랐다.,0,-,10,0,8,6,19,15,12,정보분석,5,AI로 가능성을 넓혔다 — 추천이 곧 내 진로는 아니다.,AI로 새 조합을 받았다 — 그럴듯함과 진짜 끌림은 다르다.,AI로 새 조합을 받았다 — 그럴듯함과 진짜 끌림은 다르다.,직업이해;정보분석;검수능력;자기검증,"탐색력, 분석력, 검토력",30,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,AI 답을 자기 경험과 갈라 놓고 맞는 것·아닌 것을 분석하는 자리 — 정보분석 카드와 강한 매칭
B3R1,B,B3,R1,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",AI로 가능성을 넓혀본다,"AI에게 유망한 일, 새로운 조합, 작은 프로젝트, 사라질 일과 생길 일을 물어보며 가능성을 넓혀보는 길이다.",AI로 작은 결과물을 만들어보고 진로를 생각한다,"AI를 사용해 글, 그림, 영상 아이디어, 간단한 코드, 기획안 같은 작은 결과물이 만들어진다. 결과물은 빠르게 생겼지만, 그중 AI가 한 부분과 내가 판단한 부분이 섞여 있다.",AI 결과물 + 내 판단 분리,결과물이 그럴듯하니 이 일을 할 수 있다고 쓴다,"빠르게 만든 결과물을 보고 가능성을 느끼지만, AI가 대신한 부분과 내가 실제로 해낸 부분을 구분하지 못한 진로탐구가 된다.",B,78,AI로 작은 결과물을 만들어 보며 진로를 조금 현실적으로 만졌어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,창의적 사고,탐색력,,AI 자료 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,AI로 작은 결과물을 만들어 보며 진로를 조금 현실적으로 만졌어요. 다만 그대로 정리해 배운 점은 덜 정리됐어요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,AI로 진로 가능성을 넓혀 보았다.,AI로 작은 결과물을 만들어 가능성을 보았다.,AI 결과물로 가능성을 맛보았다.,그럴듯한 결과를 곧 내 진로처럼 받아들였다.,0,-,10,0,10,8,13,10,10,,,AI로 가능성을 넓혔다 — 추천이 곧 내 진로는 아니다.,AI로 결과물을 만들었다 — AI가 한 부분과 내가 판단한 부분을 나눠야 한다.,AI로 결과물을 만들었다 — AI가 한 부분과 내가 판단한 부분을 나눠야 한다.,진로탐색;정보분석;검수능력,"탐색력, 분석력, 검토력",33,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B3R2,B,B3,R2,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",AI로 가능성을 넓혀본다,"AI에게 유망한 일, 새로운 조합, 작은 프로젝트, 사라질 일과 생길 일을 물어보며 가능성을 넓혀보는 길이다.",AI로 작은 결과물을 만들어보고 진로를 생각한다,"AI를 사용해 글, 그림, 영상 아이디어, 간단한 코드, 기획안 같은 작은 결과물이 만들어진다. 결과물은 빠르게 생겼지만, 그중 AI가 한 부분과 내가 판단한 부분이 섞여 있다.",AI 결과물 + 내 판단 분리,AI가 한 부분과 내가 판단한 부분을 나눈다,"결과물의 완성도만 보지 않고, 내가 직접 고른 것과 AI가 대신 만든 것을 나누어 본 진로탐구가 된다.",A,86,모르는 말을 다시 찾으며 결과물이 조금 현실처럼 보였어요.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,융합하기,직관적 통찰,탐색력;분석력,,낯선 말 확인 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,모르는 말을 다시 찾으며 결과물이 조금 현실처럼 보였어요. 좋은 AI 활용이지만 내 기준으로 더 깊게 고를 수 있어요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,AI로 진로 가능성을 넓혀 보았다.,AI로 작은 결과물을 만들어 가능성을 보았다.,AI 결과물로 가능성을 맛보았다.,AI가 한 부분과 내가 판단한 부분을 나눴다.,0,-,10,0,10,8,16,13,12,,,AI로 가능성을 넓혔다 — 추천이 곧 내 진로는 아니다.,AI로 결과물을 만들었다 — AI가 한 부분과 내가 판단한 부분을 나눠야 한다.,AI로 결과물을 만들었다 — AI가 한 부분과 내가 판단한 부분을 나눠야 한다.,진로탐색;정보분석;검수능력;비판적 사고,"탐색력, 분석력, 검토력",30,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,
B3R3,B,B3,R3,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",AI로 가능성을 넓혀본다,"AI에게 유망한 일, 새로운 조합, 작은 프로젝트, 사라질 일과 생길 일을 물어보며 가능성을 넓혀보는 길이다.",AI로 작은 결과물을 만들어보고 진로를 생각한다,"AI를 사용해 글, 그림, 영상 아이디어, 간단한 코드, 기획안 같은 작은 결과물이 만들어진다. 결과물은 빠르게 생겼지만, 그중 AI가 한 부분과 내가 판단한 부분이 섞여 있다.",AI 결과물 + 내 판단 분리,AI에게 내가 직접 더 배워야 할 부분을 표시하게 한 뒤 하나를 고른다,"AI 덕분에 가능성을 맛보되, 앞으로 내가 배워야 할 부분 하나를 구체적으로 남긴 진로탐구가 된다.",S,95,AI 결과물을 내 관심과 실제 해볼 활동에 비춰 다시 봤어요.,자기 기준을 세우고 마지막 확인까지 해낸 선택이라 결과의 완성도가 높아요.,다시 해본다면 같은 주제를 다른 방식으로 풀어 보며 선택의 차이를 비교해 보세요.,융합하기,통합적 사고,탐색력;분석력,,진로 자기 판단 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,"AI 결과물을 내 관심과 실제 해볼 활동에 비춰 다시 봤어요. AI는 자료를 줬고, 고르는 쪽은 내 판단에 남았어요.",AI 시대의 진로를 고민해야 하는 상황이 생겼다.,AI로 진로 가능성을 넓혀 보았다.,AI로 작은 결과물을 만들어 가능성을 보았다.,AI 결과물로 가능성을 맛보았다.,내가 더 배워야 할 부분을 하나 골랐다.,0,-,10,0,10,8,21,17,14,검수능력,5,AI로 가능성을 넓혔다 — 추천이 곧 내 진로는 아니다.,AI로 결과물을 만들었다 — AI가 한 부분과 내가 판단한 부분을 나눠야 한다.,AI로 결과물을 만들었다 — AI가 한 부분과 내가 판단한 부분을 나눠야 한다.,진로탐색;정보분석;직업이해;검수능력;자기검증,"탐색력, 분석력, 검토력",25,강한 회복/조합 보정,앞 단계의 위험을 이후 검토와 재구성으로 회복한 경로.,자기 질문 위에 AI 자료를 비교 재료로 두고 검수하는 자리 — 검수능력 카드와 강한 매칭
C1R1,C,C1,R1,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",사람들이 좋다고 말하는 길을 먼저 찾아본다,"부모님, 친구, 선생님, 유튜브, 뉴스, 인기 학과, 자격증처럼 바깥에서 좋아 보이는 기준을 따라가보는 길이다.",유튜브나 뉴스에서 본 유망한 길을 찾아본다,"영상이나 뉴스에서 좋다고 한 직업, 산업, 기술 분야를 바탕으로 진로탐구 초안이 만들어진다. 사회적으로 중요해 보이는 주제는 잡혔지만, 왜 그것이 나에게 중요한지는 아직 약하다.",미디어 정보 + 빈틈 점검,유명한 사람이 추천했거나 뉴스에 많이 나오니 그대로 제출한다,"유행하고 중요해 보이는 주제는 담겼지만, 내 관심보다 바깥의 목소리를 따라간 느낌이 강한 진로탐구가 된다.",D,30,유튜브나 뉴스에서 본 길을 그대로 정리했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,미디어 따라간 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,유튜브나 뉴스에서 본 길을 그대로 정리했어요. 그럴듯하지만 내 관심과 경험은 거의 들어가지 못했어요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,사람들이 안전하다고 말하는 길을 먼저 보았다.,뉴스와 영상에서 본 유망한 길을 찾았다.,미디어 정보 + 빈틈 점검,그럴듯한 결과를 곧 내 진로처럼 받아들였다.,-,0,10,8,10,8,13,10,5,,,외부 기준을 따라갔다 — 바깥에서 좋다고 하는 말이 내 확인 없이 들어오면 그럴듯한 보고서가 된다.,미디어 추천을 따라갔다 — 빈틈과 위험도 같이 봐야 한다.,미디어 추천을 따라갔다 — 빈틈과 위험도 같이 봐야 한다.,직업이해;진로탐색;자기성찰,"탐색력, 자기이해",-10,근거/검토 부족 페널티,"검토, 근거 확인, 자기 기준 형성이 부족한 경로.",
C1R2,C,C1,R2,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",사람들이 좋다고 말하는 길을 먼저 찾아본다,"부모님, 친구, 선생님, 유튜브, 뉴스, 인기 학과, 자격증처럼 바깥에서 좋아 보이는 기준을 따라가보는 길이다.",유튜브나 뉴스에서 본 유망한 길을 찾아본다,"영상이나 뉴스에서 좋다고 한 직업, 산업, 기술 분야를 바탕으로 진로탐구 초안이 만들어진다. 사회적으로 중요해 보이는 주제는 잡혔지만, 왜 그것이 나에게 중요한지는 아직 약하다.",미디어 정보 + 빈틈 점검,그 일이 왜 좋다고 했는지 근거와 어려움도 함께 확인한다,"좋은 말만 따라가지 않고, 그 일이 가진 가능성과 어려움을 함께 살펴본 진로탐구가 된다.",D,45,유행하는 말과 낯선 정보를 일부 확인했어요.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,,,,회복력,근거와 어려움 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,유행하는 말과 낯선 정보를 일부 확인했어요. 그래도 미디어가 만든 기준이 내 질문보다 앞에 있었어요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,사람들이 안전하다고 말하는 길을 먼저 보았다.,뉴스와 영상에서 본 유망한 길을 찾았다.,미디어 정보 + 빈틈 점검,낯선 이름과 이상해 보이는 정보만 골라 확인했다.,-,0,10,8,10,8,16,13,7,,,외부 기준을 따라갔다 — 바깥에서 좋다고 하는 말이 내 확인 없이 들어오면 그럴듯한 보고서가 된다.,미디어 추천을 따라갔다 — 빈틈과 위험도 같이 봐야 한다.,미디어 추천을 따라갔다 — 빈틈과 위험도 같이 봐야 한다.,직업이해;진로탐색;자기성찰;비판적 사고,"탐색력, 자기이해, 분석력",2,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,
C1R3,C,C1,R3,진로,AI 시대에 내 진로는?,"학기 말 진로 상담을 앞두고 머릿속이 복잡해졌다. AI 때문에 일자리가 사라진다는 말도 들리고, 영어 공부도 실시간 번역이 되면 굳이 해야 하는지 헷갈린다. 어떤 직업이 살아남을지 모르겠고, AI를 안 쓰면 나만 뒤처지는 건 아닌지 걱정된다.",사람들이 좋다고 말하는 길을 먼저 찾아본다,"부모님, 친구, 선생님, 유튜브, 뉴스, 인기 학과, 자격증처럼 바깥에서 좋아 보이는 기준을 따라가보는 길이다.",유튜브나 뉴스에서 본 유망한 길을 찾아본다,"영상이나 뉴스에서 좋다고 한 직업, 산업, 기술 분야를 바탕으로 진로탐구 초안이 만들어진다. 사회적으로 중요해 보이는 주제는 잡혔지만, 왜 그것이 나에게 중요한지는 아직 약하다.",미디어 정보 + 빈틈 점검,AI에게 영상이나 뉴스에서 빠진 위험과 질문을 묻게 한 뒤 내가 확인할 것을 고른다,"바깥 정보의 빈틈을 AI로 점검하고, 내가 더 확인해야 할 질문을 남긴 진로탐구가 된다.",C,60,처음부터 다시 보며 미디어 정보의 빈틈을 발견했어요.,출발은 했지만 중요한 확인 과정이 일부 비어 있어요. 다음에는 내가 책임질 수 있는 근거를 더 남겨 보세요.,다시 해본다면 그대로 진행하기 전에 이상한 부분을 표시하거나 처음부터 다시 확인해 보세요.,성찰하기,비판적 사고,자료판단력,,AI 빈틈 점검 카드,미래가 불안해도 마지막 판단은 내가 해야 한다.,처음부터 다시 보며 미디어 정보의 빈틈을 발견했어요. 다만 출발이 유행이라 내 경험과 연결은 제한적이에요.,AI 시대의 진로를 고민해야 하는 상황이 생겼다.,사람들이 안전하다고 말하는 길을 먼저 보았다.,뉴스와 영상에서 본 유망한 길을 찾았다.,미디어 정보 + 빈틈 점검,내가 더 배워야 할 부분을 하나 골랐다.,-,0,10,8,10,8,21,17,10,진로탐색,5,외부 기준을 따라갔다 — 바깥에서 좋다고 하는 말이 내 확인 없이 들어오면 그럴듯한 보고서가 된다.,미디어 추천을 따라갔다 — 빈틈과 위험도 같이 봐야 한다.,미디어 추천을 따라갔다 — 빈틈과 위험도 같이 봐야 한다.,직업이해;진로탐색;정보분석;자기성찰;자기검증,"탐색력, 분석력, 자기이해, 검토력",12,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,사례를 거름 삼아 자기 강점·걱정과 비교해 진로 기준을 세우는 자리 — 진로탐색 카드와 강한 매칭
