시나리오 ID,시나리오 타이틀,상황,시나리오 의도,시나리오 메시지,leaf 좌표,1차 선택,1차 의도,1차 메시지,시간,에너지,위임,도메인,기본점수,추가점수,더 자세히 선택,더 자세히 의도,더 자세히 메시지,검토 선택,검토 의도,검토 학생 나레티브,점수,합산점수,매칭 그룹,직접 매칭 카드,직접 매칭 보너스,직접 매칭 노트,획득 역량카드,EXP 보상,[검수참고] results.text,[검수참고] results.summary,[검수참고] results.lesson,최종점수,최종등급,[검수참고] finals.item,[검수참고] finals.awareness,최종보정점수,최종보정유형,최종보정사유,CUT6 보정 피드백,리플레이 제안,등급컷_95_85_75_60,카드획득여부,인간중심 축,획득 인간중심역량,획득 도메인카드,카드 지급 메모,획득 성장카드,리플레이 카드상태
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A1R1,A. 모둠과 먼저 방향을 정한다,모둠 자리에서 시작했다 — 발표는 모둠이 함께 이해한 이야기일 때 단단하다.,"모둠이 함께 발표 질문을 정하고, 역할을 나누고, 각자 맡은 내용을 이해하려는 길이다.",2,1,++,++,10,25,A1. 모둠원들과 발표 질문을 먼저 정한다,모둠 질문에서 시작했다 — 발표의 중심이 잡힌다.,"모둠원들이 함께 정한 발표 질문 하나가 만들어진다. 예를 들어 “우리 동네에서 청소년이 안전하게 쉴 공간은 충분한가?”처럼 발표의 중심이 되는 질문은 생겼지만, 아직 자료와 역할은 정리되지 않았다.",R1. 그대로 제출,검토를 건너뛰었다 — 출처와 모둠 흐름을 다시 맞출 기회를 놓쳤다.,"발표 방향은 생겼지만, 질문이 사회 시간의 주제와 잘 맞는지, 우리 동네 상황을 충분히 담는지는 확인하지 못한 발표 준비가 된다.",10,70,표현·소통,,,,"협업능력, 소통능력, 자기검증",26,"모둠원들이 함께 정한 발표 질문 하나가 만들어진다. 예를 들어 “우리 동네에서 청소년이 안전하게 쉴 공간은 충분한가?”처럼 발표의 중심이 되는 질문은 생겼지만, 아직 자료와 역할은 정리되지 않았다.",모둠 질문 중심의 발표 준비,모둠 질문에서 시작했다 — 발표의 중심이 잡힌다.,89,A,모둠 공유 카드,내 자료가 친구들 파트와 이어졌다.,19,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,"좋은 방향의 선택이 많았고, 한두 지점을 더 확인하면 더 단단해질 수 있어요.",다시 해본다면 마지막 확인을 한 단계 더 깊게 해 보세요.,A,Y,성찰하기,사회·관계적 사고,"협업력, 소통력",최종점수 89점 경로: 인간중심역량 1종과 도메인/성장 2종 지급.,,
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A1R2,A. 모둠과 먼저 방향을 정한다,모둠 자리에서 시작했다 — 발표는 모둠이 함께 이해한 이야기일 때 단단하다.,"모둠이 함께 발표 질문을 정하고, 역할을 나누고, 각자 맡은 내용을 이해하려는 길이다.",5,4,++,++,10,25,A1. 모둠원들과 발표 질문을 먼저 정한다,모둠 질문에서 시작했다 — 발표의 중심이 잡힌다.,"모둠원들이 함께 정한 발표 질문 하나가 만들어진다. 예를 들어 “우리 동네에서 청소년이 안전하게 쉴 공간은 충분한가?”처럼 발표의 중심이 되는 질문은 생겼지만, 아직 자료와 역할은 정리되지 않았다.",R2. 한 번 읽고 이상한 곳만 표시,발표 흐름에서 어색한 연결과 빠진 자료를 표시했다.,"모둠이 정한 질문을 다시 점검해, 발표 주제와 실제 동네 상황이 더 잘 이어지는 발표 방향이 된다.",18,78,표현·소통,,,,"협업능력, 소통능력, 자기검증, 비판적 사고",30,"모둠원들이 함께 정한 발표 질문 하나가 만들어진다. 예를 들어 “우리 동네에서 청소년이 안전하게 쉴 공간은 충분한가?”처럼 발표의 중심이 되는 질문은 생겼지만, 아직 자료와 역할은 정리되지 않았다.",모둠 질문 중심의 발표 준비,모둠 질문에서 시작했다 — 발표의 중심이 잡힌다.,96,S,모둠 공유 카드,겹친 부분을 고치니 발표 순서가 더 자연스러웠다.,18,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,자기 기준을 세우고 마지막 확인까지 해낸 선택이라 결과의 완성도가 높아요.,다시 해본다면 같은 주제를 다른 방식으로 풀어 보며 선택의 차이를 비교해 보세요.,S,Y,성찰하기,사회·관계적 사고,"협업력, 소통력, 검토력",최종점수 96점 경로: 인간중심역량 1종과 도메인/성장 3종 지급.,,
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A1R3,A. 모둠과 먼저 방향을 정한다,모둠 자리에서 시작했다 — 발표는 모둠이 함께 이해한 이야기일 때 단단하다.,"모둠이 함께 발표 질문을 정하고, 역할을 나누고, 각자 맡은 내용을 이해하려는 길이다.",15,11,++,++,10,25,A1. 모둠원들과 발표 질문을 먼저 정한다,모둠 질문에서 시작했다 — 발표의 중심이 잡힌다.,"모둠원들이 함께 정한 발표 질문 하나가 만들어진다. 예를 들어 “우리 동네에서 청소년이 안전하게 쉴 공간은 충분한가?”처럼 발표의 중심이 되는 질문은 생겼지만, 아직 자료와 역할은 정리되지 않았다.",R3. 출처 확인 + 모둠 흐름 맞추기,"출처, 숫자, 모둠 흐름을 다시 맞췄다.","AI가 빠질 수 있는 관점을 알려주지만, 모둠이 실제로 다룰 수 있는 내용만 골라 발표 질문을 보완한 준비가 된다.",30,90,표현·소통,협업능력,5,모둠 채팅방 공유와 친구 파트 이어주는 자리 — 협업능력 카드와 강한 매칭,"협업능력, 소통능력, 발표력, 자기검증, 자기성찰",30,"모둠원들이 함께 정한 발표 질문 하나가 만들어진다. 예를 들어 “우리 동네에서 청소년이 안전하게 쉴 공간은 충분한가?”처럼 발표의 중심이 되는 질문은 생겼지만, 아직 자료와 역할은 정리되지 않았다.",모둠 질문 중심의 발표 준비,모둠 질문에서 시작했다 — 발표의 중심이 잡힌다.,99,S,같이 맞춘 발표 카드,내 파트가 모둠 발표 안에서 자리를 잡았다.,9,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,자기 기준을 세우고 마지막 확인까지 해낸 선택이라 결과의 완성도가 높아요.,다시 해본다면 같은 주제를 다른 방식으로 풀어 보며 선택의 차이를 비교해 보세요.,S,Y,성찰하기,사회·관계적 사고,"협업력, 소통력, 검토력",최종점수 99점 경로: 인간중심역량 1종과 도메인/성장 3종 지급.,,
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A2R1,A. 모둠과 먼저 방향을 정한다,모둠 자리에서 시작했다 — 발표는 모둠이 함께 이해한 이야기일 때 단단하다.,"모둠이 함께 발표 질문을 정하고, 역할을 나누고, 각자 맡은 내용을 이해하려는 길이다.",2,1,+,+,10,12,A2. 역할을 나누고 각자 맡을 내용을 정한다,역할을 나눴다 — 나뉜 일이 발표 흐름과 어떻게 이어지는지가 다음 자리다.,"자료조사, 슬라이드, 발표, 정리 같은 역할이 나뉘고, 각자 맡을 내용이 정리된 역할 분담표가 만들어진다. 역할은 나뉘었지만, 각 역할이 발표의 전체 흐름과 어떻게 이어지는지는 아직 확인이 필요하다.",R1. 그대로 제출,검토를 건너뛰었다 — 출처와 모둠 흐름을 다시 맞출 기회를 놓쳤다.,"역할 분담은 되었지만, 각자 맡은 일이 따로 움직여 발표가 조각난 느낌으로 이어질 수 있는 준비가 된다.",10,57,표현·소통,,,,"협업능력, 발표력",16,"자료조사, 슬라이드, 발표, 정리 같은 역할이 나뉘고, 각자 맡을 내용이 정리된 역할 분담표가 만들어진다. 역할은 나뉘었지만, 각 역할이 발표의 전체 흐름과 어떻게 이어지는지는 아직 확인이 필요하다.",역할 분담 + 흐름 정합 발표 준비,역할을 나눴다 — 나뉜 일이 발표 흐름과 어떻게 이어지는지가 다음 자리다.,70,C,다듬은 슬라이드 카드,자료는 내 것이고 표현 두 군데가 매끄러워졌다.,13,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,출발은 했지만 중요한 확인 과정이 일부 비어 있어요. 다음에는 내가 책임질 수 있는 근거를 더 남겨 보세요.,다시 해본다면 그대로 진행하기 전에 이상한 부분을 표시하거나 처음부터 다시 확인해 보세요.,C,Y,성찰하기,사회·관계적 사고,"협업력, 학습력",최종점수 70점 경로: 인간중심역량 1종과 도메인/성장 2종 지급.,,
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A2R2,A. 모둠과 먼저 방향을 정한다,모둠 자리에서 시작했다 — 발표는 모둠이 함께 이해한 이야기일 때 단단하다.,"모둠이 함께 발표 질문을 정하고, 역할을 나누고, 각자 맡은 내용을 이해하려는 길이다.",5,4,+,+,10,12,A2. 역할을 나누고 각자 맡을 내용을 정한다,역할을 나눴다 — 나뉜 일이 발표 흐름과 어떻게 이어지는지가 다음 자리다.,"자료조사, 슬라이드, 발표, 정리 같은 역할이 나뉘고, 각자 맡을 내용이 정리된 역할 분담표가 만들어진다. 역할은 나뉘었지만, 각 역할이 발표의 전체 흐름과 어떻게 이어지는지는 아직 확인이 필요하다.",R2. 한 번 읽고 이상한 곳만 표시,발표 흐름에서 어색한 연결과 빠진 자료를 표시했다.,"역할마다 해야 할 일이 발표 질문과 연결되어, 각자 준비해도 하나의 발표로 이어질 가능성이 커진다.",18,65,표현·소통,,,,"협업능력, 발표력, 검수능력",22,"자료조사, 슬라이드, 발표, 정리 같은 역할이 나뉘고, 각자 맡을 내용이 정리된 역할 분담표가 만들어진다. 역할은 나뉘었지만, 각 역할이 발표의 전체 흐름과 어떻게 이어지는지는 아직 확인이 필요하다.",역할 분담 + 흐름 정합 발표 준비,역할을 나눴다 — 나뉜 일이 발표 흐름과 어떻게 이어지는지가 다음 자리다.,75,B,AI 표현 검수 카드,AI가 다듬은 표현 중 내 말투에 맞는 것만 남겼다.,10,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,"핵심 방향은 잡았지만, 검토나 자기 기준을 더 분명히 하면 결과가 더 좋아질 수 있어요.",다시 해본다면 내가 직접 확인한 근거를 하나 더 넣어 보세요.,B,Y,성찰하기,사회·관계적 사고,"협업력, 학습력",최종점수 75점 경로: 인간중심역량 1종과 도메인/성장 2종 지급.,,
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A2R3,A. 모둠과 먼저 방향을 정한다,모둠 자리에서 시작했다 — 발표는 모둠이 함께 이해한 이야기일 때 단단하다.,"모둠이 함께 발표 질문을 정하고, 역할을 나누고, 각자 맡은 내용을 이해하려는 길이다.",15,11,+,++,10,12,A2. 역할을 나누고 각자 맡을 내용을 정한다,역할을 나눴다 — 나뉜 일이 발표 흐름과 어떻게 이어지는지가 다음 자리다.,"자료조사, 슬라이드, 발표, 정리 같은 역할이 나뉘고, 각자 맡을 내용이 정리된 역할 분담표가 만들어진다. 역할은 나뉘었지만, 각 역할이 발표의 전체 흐름과 어떻게 이어지는지는 아직 확인이 필요하다.",R3. 출처 확인 + 모둠 흐름 맞추기,"출처, 숫자, 모둠 흐름을 다시 맞췄다.","AI가 빠진 역할이나 치우친 부담을 알려주고, 모둠이 실제로 가능한 방식으로 다시 조정한 역할 분담표가 된다.",30,77,표현·소통,,,,"협업능력, 발표력, 검수능력, 자기검증",22,"자료조사, 슬라이드, 발표, 정리 같은 역할이 나뉘고, 각자 맡을 내용이 정리된 역할 분담표가 만들어진다. 역할은 나뉘었지만, 각 역할이 발표의 전체 흐름과 어떻게 이어지는지는 아직 확인이 필요하다.",역할 분담 + 흐름 정합 발표 준비,역할을 나눴다 — 나뉜 일이 발표 흐름과 어떻게 이어지는지가 다음 자리다.,81,B,함께 다듬은 카드,"AI는 표현을 밀어 줬고, 자료와 흐름은 내가 붙잡았다.",4,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,"핵심 방향은 잡았지만, 검토나 자기 기준을 더 분명히 하면 결과가 더 좋아질 수 있어요.",다시 해본다면 내가 직접 확인한 근거를 하나 더 넣어 보세요.,B,Y,성찰하기,사회·관계적 사고,"협업력, 학습력",최종점수 81점 경로: 인간중심역량 1종과 도메인/성장 2종 지급.,,
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A3R1,A. 모둠과 먼저 방향을 정한다,모둠 자리에서 시작했다 — 발표는 모둠이 함께 이해한 이야기일 때 단단하다.,"모둠이 함께 발표 질문을 정하고, 역할을 나누고, 각자 맡은 내용을 이해하려는 길이다.",2,1,0,+,10,0,A3. 내가 맡은 내용을 먼저 이해하고 말로 정리한다,내 파트를 이해했다 — 말로 설명할 수 있어야 내 발표가 된다.,"내가 맡은 자료를 읽고 세 문장으로 정리하거나, 발표할 부분을 말로 연습한 초안이 만들어진다. 내 파트의 핵심은 잡혔지만, 설명하기 어려운 단어나 예상 질문은 아직 남아 있을 수 있다.",R1. 그대로 제출,검토를 건너뛰었다 — 출처와 모둠 흐름을 다시 맞출 기회를 놓쳤다.,"내가 맡은 부분을 어느 정도 말할 수는 있지만, 질문을 받거나 자세히 설명해야 할 때 막힐 수 있는 발표 준비가 된다.",10,45,표현·소통 / 자기성찰,,,,발표력,8,"내가 맡은 자료를 읽고 세 문장으로 정리하거나, 발표할 부분을 말로 연습한 초안이 만들어진다. 내 파트의 핵심은 잡혔지만, 설명하기 어려운 단어나 예상 질문은 아직 남아 있을 수 있다.",내 파트 이해 + 말로 설명 가능한 준비,내 파트를 이해했다 — 말로 설명할 수 있어야 내 발표가 된다.,49,D,얕은 자료 경고 카드,슬라이드는 있었지만 내가 설명할 말이 부족했다.,4,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A3R2,A. 모둠과 먼저 방향을 정한다,모둠 자리에서 시작했다 — 발표는 모둠이 함께 이해한 이야기일 때 단단하다.,"모둠이 함께 발표 질문을 정하고, 역할을 나누고, 각자 맡은 내용을 이해하려는 길이다.",3,3,0,+,10,0,A3. 내가 맡은 내용을 먼저 이해하고 말로 정리한다,내 파트를 이해했다 — 말로 설명할 수 있어야 내 발표가 된다.,"내가 맡은 자료를 읽고 세 문장으로 정리하거나, 발표할 부분을 말로 연습한 초안이 만들어진다. 내 파트의 핵심은 잡혔지만, 설명하기 어려운 단어나 예상 질문은 아직 남아 있을 수 있다.",R2. 한 번 읽고 이상한 곳만 표시,발표 흐름에서 어색한 연결과 빠진 자료를 표시했다.,"내가 이해하지 못한 부분을 다시 확인해, 맡은 내용을 조금 더 내 말로 설명할 수 있는 발표 준비가 된다.",18,53,표현·소통 / 자기성찰,,,,"발표력, 검수능력",16,"내가 맡은 자료를 읽고 세 문장으로 정리하거나, 발표할 부분을 말로 연습한 초안이 만들어진다. 내 파트의 핵심은 잡혔지만, 설명하기 어려운 단어나 예상 질문은 아직 남아 있을 수 있다.",내 파트 이해 + 말로 설명 가능한 준비,내 파트를 이해했다 — 말로 설명할 수 있어야 내 발표가 된다.,65,C,빈칸 발견 카드,읽어 보니 사진 밑에 내 설명이 없었다.,12,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,출발은 했지만 중요한 확인 과정이 일부 비어 있어요. 다음에는 내가 책임질 수 있는 근거를 더 남겨 보세요.,다시 해본다면 그대로 진행하기 전에 이상한 부분을 표시하거나 처음부터 다시 확인해 보세요.,C,Y,중심잡기,주체성,"표현력, 협업력",최종점수 65점 경로: 인간중심역량 1종과 도메인/성장 2종 지급.,,
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A3R3,A. 모둠과 먼저 방향을 정한다,모둠 자리에서 시작했다 — 발표는 모둠이 함께 이해한 이야기일 때 단단하다.,"모둠이 함께 발표 질문을 정하고, 역할을 나누고, 각자 맡은 내용을 이해하려는 길이다.",13,10,0,++,10,0,A3. 내가 맡은 내용을 먼저 이해하고 말로 정리한다,내 파트를 이해했다 — 말로 설명할 수 있어야 내 발표가 된다.,"내가 맡은 자료를 읽고 세 문장으로 정리하거나, 발표할 부분을 말로 연습한 초안이 만들어진다. 내 파트의 핵심은 잡혔지만, 설명하기 어려운 단어나 예상 질문은 아직 남아 있을 수 있다.",R3. 출처 확인 + 모둠 흐름 맞추기,"출처, 숫자, 모둠 흐름을 다시 맞췄다.","AI가 만든 예상 질문을 통해 내가 부족하게 이해한 부분을 찾고, 대답을 준비한 발표 연습이 된다.",30,65,표현·소통 / 자기성찰,검수능력,5,얕은 자료를 다시 확인하고 출처를 붙이는 자리 — 검수능력 카드와 강한 매칭,"발표력, 검수능력, 자기성찰, 비판적 사고",22,"내가 맡은 자료를 읽고 세 문장으로 정리하거나, 발표할 부분을 말로 연습한 초안이 만들어진다. 내 파트의 핵심은 잡혔지만, 설명하기 어려운 단어나 예상 질문은 아직 남아 있을 수 있다.",내 파트 이해 + 말로 설명 가능한 준비,내 파트를 이해했다 — 말로 설명할 수 있어야 내 발표가 된다.,75,B,자료 출처 확인 카드,출처를 다시 찾으니 내가 왜 이 자료를 썼는지 말할 수 있었다.,10,과정 소유권 보정,AI나 외부 도움을 자기 기준으로 걸러 과정 소유권을 회복한 경로.,"핵심 방향은 잡았지만, 검토나 자기 기준을 더 분명히 하면 결과가 더 좋아질 수 있어요.",다시 해본다면 내가 직접 확인한 근거를 하나 더 넣어 보세요.,B,Y,중심잡기,주체성,"표현력, 협업력",최종점수 75점 경로: 인간중심역량 1종과 도메인/성장 2종 지급.,,
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,B1R1,B. AI로 발표 준비를 빠르게 만들어본다,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",2,1,--,-,10,-10,B1. AI에게 발표 주제와 개요를 부탁한다,AI 개요부터 받았다 — 모양은 잡히지만 우리 동네는 약하다.,"AI가 만든 발표 주제 후보와 발표 개요가 만들어진다. 전체 흐름은 깔끔하지만, 우리 동네의 실제 상황이나 모둠이 하고 싶은 질문과 맞는지는 아직 알 수 없다.",R1. 그대로 제출,검토를 건너뛰었다 — 출처와 모둠 흐름을 다시 맞출 기회를 놓쳤다.,"발표 구조는 빠르게 잡히지만, 우리 동네와 맞지 않는 일반적인 문제를 발표하는 준비가 될 수 있다.",10,20,인식·해석,,,,,8,"AI가 만든 발표 주제 후보와 발표 개요가 만들어진다. 전체 흐름은 깔끔하지만, 우리 동네의 실제 상황이나 모둠이 하고 싶은 질문과 맞는지는 아직 알 수 없다.",AI 개요 + 우리 동네 정합 검토 준비,AI 개요부터 받았다 — 모양은 잡히지만 우리 동네는 약하다.,16,D,,슬라이드는 나왔지만 내가 믿을 수 있는 자료는 아니었다.,-4,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,B1R2,B. AI로 발표 준비를 빠르게 만들어본다,AI 결과물부터 받았다 — 우리 동네와 모둠 생각이 약해진다.,"AI에게 발표 개요, 슬라이드 문구, 발표 대본 같은 결과물을 빠르게 받아보는 길이다.",3,3,--,0,10,-10,B1. AI에게 발표 주제와 개요를 부탁한다,AI 개요부터 받았다 — 모양은 잡히지만 우리 동네는 약하다.,"AI가 만든 발표 주제 후보와 발표 개요가 만들어진다. 전체 흐름은 깔끔하지만, 우리 동네의 실제 상황이나 모둠이 하고 싶은 질문과 맞는지는 아직 알 수 없다.",R2. 한 번 읽고 이상한 곳만 표시,발표 흐름에서 어색한 연결과 빠진 자료를 표시했다.,"AI가 만든 개요를 그대로 따르지 않고, 우리 동네 상황과 모둠 의견에 맞게 고친 발표 방향이 된다.",18,28,인식·해석,비판적 사고,5,AI가 만든 출처 없는 통계를 눈으로 발견하는 자리 — 비판적 사고 카드와 강한 매칭,,8,"AI가 만든 발표 주제 후보와 발표 개요가 만들어진다. 전체 흐름은 깔끔하지만, 우리 동네의 실제 상황이나 모둠이 하고 싶은 질문과 맞는지는 아직 알 수 없다.",AI 개요 + 우리 동네 정합 검토 준비,AI 개요부터 받았다 — 모양은 잡히지만 우리 동네는 약하다.,29,D,AI 슬라이드 경고 카드,그럴듯한 숫자 옆에 출처가 없었다.,1,합산 유지 또는 미세 조정,단계별 선택의 의미가 최종 결과에 거의 그대로 반영된 경로.,이번 결과는 부족했던 과정을 알아차리는 출발점이에요. 다시 시도하며 내 기준과 확인 과정을 세워 볼 수 있어요.,다시 해본다면 빠른 결과보다 내가 직접 확인할 수 있는 자료나 경험에서 시작해 보세요.,D,Y,,,,"D 경로: 회복력 지급. 결과 화면에서 다시 도전해 볼지 묻고, 리플레이 선택 시 도전력 후보로 표시.",회복력,도전력 후보
