scenario_id,leaf,tier1,tier2,review,scenario_title,scenario_learningMessage,situation_text,tier1_label,tier1_desc,tier1_lesson,tier2_label,tier2_lesson,t2_delegation_label,t2_delegation_delta,result_text,result_summary,result_lesson,result_basePoint,review_label,review_desc,review_lesson,reviewSupplement,final_score,final_grade,final_item,final_delegation,final_knowledge,final_awareness,raw_time,raw_energy,mult_time,mult_energy,discount_time_위+3,discount_energy_도+3,discount_time_위-3,discount_energy_도-3,t1_delta_위,t1_delta_도,t2_delta_위,t2_delta_도,review_delta_위,review_delta_도,total_delta_위,total_delta_도,peter_note
selfintro,B1R2,B,B1,R2,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 부탁한다,AI에게 정보를 주고 자기소개 글을 받아 본다.,AI에 위임했다 — 자기소개를 AI에 시킬 일인지 따져봐야 한다.,AI에게 이름만 주고 만들어 달라고 한다,AI에 다 맡겼다 — 내 빈자리를 가짜로 메운다.,--,-2,AI가 내 이름을 넣어 반듯한 자기소개를 써 줬다. 그런데 글 안에는 내가 말한 적 없는 봉사활동과 독서 습관이 들어 있었다.,겉은 반듯하지만 내가 빠진 자기소개,AI에 자기소개를 시키면 내가 아닌 사람이 인사하게 된다.,15,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 내가 한 적 없는 봉사활동 얘기가 있었다. 점수 +13.,28,D,타인의 말 경고 카드,--,-,내가 한 적 없는 일이 내 소개처럼 적혀 있었다.,38,21,23,13,17,7,29,19,,,,,,,,,
selfintro,B1R3,B,B1,R3,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 부탁한다,AI에게 정보를 주고 자기소개 글을 받아 본다.,AI에 위임했다 — 자기소개를 AI에 시킬 일인지 따져봐야 한다.,AI에게 이름만 주고 만들어 달라고 한다,AI에 다 맡겼다 — 내 빈자리를 가짜로 메운다.,--,-2,AI가 내 이름을 넣어 반듯한 자기소개를 써 줬다. 그런데 글 안에는 내가 말한 적 없는 봉사활동과 독서 습관이 들어 있었다.,겉은 반듯하지만 내가 빠진 자기소개,AI에 자기소개를 시키면 내가 아닌 사람이 인사하게 된다.,15,처음부터 다시 읽고 내 얘기인지 확인,"내용, 말투, 빠진 경험까지 확인.",처음부터 다시 읽으니 빠진 것이 보였다. 도메인지식 +3,내가 말하지 않은 내용들을 지우고 실제로 한 일만 남겼다. 점수 +23.,38,C,빈자리 발견 카드,--,0,AI가 채운 말 사이에서 내 빈자리가 보였다.,53,32,32,19,26,13,38,25,,,,,,,,,
selfintro,B2R1,B,B2,R1,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 부탁한다,AI에게 정보를 주고 자기소개 글을 받아 본다.,AI에 위임했다 — 자기소개를 AI에 시킬 일인지 따져봐야 한다.,내 정보를 자세히 주고 AI 글을 받아 다듬는다,재료는 줬지만 글까지 맡겼다 — 말투가 내 것이 아니다.,0,0,"내가 좋아하는 것, 방학 때 있었던 일, 올해 해 보고 싶은 일을 AI에게 자세히 적어 줬다. 글은 깔끔했지만 몇 문장은 내 말투보다 너무 얌전했다.",내 정보가 들어간 AI 자기소개,내 정보를 줘도 말투까지 위임하면 글이 어색해진다.,57,그대로 제출,검토 없이 그대로 낸다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,57,B,빌린 문장 카드,0,0,내 정보는 있었지만 말투는 조금 멀었다.,45,28,27,17,21,11,33,23,,,,,,,,,
selfintro,B2R2,B,B2,R2,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 부탁한다,AI에게 정보를 주고 자기소개 글을 받아 본다.,AI에 위임했다 — 자기소개를 AI에 시킬 일인지 따져봐야 한다.,내 정보를 자세히 주고 AI 글을 받아 다듬는다,재료는 줬지만 글까지 맡겼다 — 말투가 내 것이 아니다.,0,0,"내가 좋아하는 것, 방학 때 있었던 일, 올해 해 보고 싶은 일을 AI에게 자세히 적어 줬다. 글은 깔끔했지만 몇 문장은 내 말투보다 너무 얌전했다.",내 정보가 들어간 AI 자기소개,내 정보를 줘도 말투까지 위임하면 글이 어색해진다.,57,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 너무 어른스럽게 들리는 문장을 바꿨다. 점수 +8.,65,B,말투 점검 카드,0,+,내 정보와 내 말투는 같은 게 아니었다.,53,34,32,20,26,14,38,26,,,,,,,,,
selfintro,B2R3,B,B2,R3,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 부탁한다,AI에게 정보를 주고 자기소개 글을 받아 본다.,AI에 위임했다 — 자기소개를 AI에 시킬 일인지 따져봐야 한다.,내 정보를 자세히 주고 AI 글을 받아 다듬는다,재료는 줬지만 글까지 맡겼다 — 말투가 내 것이 아니다.,0,0,"내가 좋아하는 것, 방학 때 있었던 일, 올해 해 보고 싶은 일을 AI에게 자세히 적어 줬다. 글은 깔끔했지만 몇 문장은 내 말투보다 너무 얌전했다.",내 정보가 들어간 AI 자기소개,내 정보를 줘도 말투까지 위임하면 글이 어색해진다.,57,처음부터 다시 읽고 내 얘기인지 확인,"내용, 말투, 빠진 경험까지 확인.",처음부터 다시 읽으니 빠진 것이 보였다. 도메인지식 +3,AI가 정리한 글에 내 말투와 실제 기억을 다시 넣었다. 점수 +15.,72,A,다시 내 말 카드,0,+,AI가 정리한 글에 내 말을 다시 넣었다.,68,45,41,27,35,21,47,33,,,,,,,,,
selfintro,B3R1,B,B3,R1,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 부탁한다,AI에게 정보를 주고 자기소개 글을 받아 본다.,AI에 위임했다 — 자기소개를 AI에 시킬 일인지 따져봐야 한다.,내가 먼저 쓰고 AI에게 표현만 다듬어 달라고 한다,AI에 마무리만 맡겼다 — 내용은 내 것.,+,1,내가 먼저 쓴 글을 AI에게 보여 주고 어색한 문장만 다듬어 달라고 했다. 내용은 그대로인데 문장이 조금 더 읽기 쉬워졌다.,내 글을 다듬은 자기소개,AI는 다듬는 자리에서 가장 잘 쓰인다 — 내용은 내 일.,69,그대로 제출,검토 없이 그대로 낸다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,69,B,다듬은 글,+,+,처음 문장을 내가 썼더니 글의 중심은 남아 있었다.,40,35,24,21,18,15,30,27,,,,,,,,,
selfintro,B3R2,B,B3,R2,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 부탁한다,AI에게 정보를 주고 자기소개 글을 받아 본다.,AI에 위임했다 — 자기소개를 AI에 시킬 일인지 따져봐야 한다.,내가 먼저 쓰고 AI에게 표현만 다듬어 달라고 한다,AI에 마무리만 맡겼다 — 내용은 내 것.,+,1,내가 먼저 쓴 글을 AI에게 보여 주고 어색한 문장만 다듬어 달라고 했다. 내용은 그대로인데 문장이 조금 더 읽기 쉬워졌다.,내 글을 다듬은 자기소개,AI는 다듬는 자리에서 가장 잘 쓰인다 — 내용은 내 일.,69,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 AI가 바꾼 표현 하나가 내 말 같지 않았다. 점수 +5.,74,A,AI 다듬기 카드,+,+,고친 표현 중 내 말 같은 것만 남겼다.,47,41,28,25,22,19,34,31,,,,,,,,,
selfintro,B3R3,B,B3,R3,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",AI에게 부탁한다,AI에게 정보를 주고 자기소개 글을 받아 본다.,AI에 위임했다 — 자기소개를 AI에 시킬 일인지 따져봐야 한다.,내가 먼저 쓰고 AI에게 표현만 다듬어 달라고 한다,AI에 마무리만 맡겼다 — 내용은 내 것.,+,1,내가 먼저 쓴 글을 AI에게 보여 주고 어색한 문장만 다듬어 달라고 했다. 내용은 그대로인데 문장이 조금 더 읽기 쉬워졌다.,내 글을 다듬은 자기소개,AI는 다듬는 자리에서 가장 잘 쓰인다 — 내용은 내 일.,69,처음부터 다시 읽고 내 얘기인지 확인,"내용, 말투, 빠진 경험까지 확인.",처음부터 다시 읽으니 빠진 것이 보였다. 도메인지식 +3,내가 처음 쓴 문장과 AI가 다듬은 문장을 비교해서 골랐다. 점수 +10.,79,A,함께 다듬은 카드,+,++,"AI는 문장을 밀어 줬고, 나는 내 얘기를 붙잡았다.",62,52,37,31,31,25,43,37,,,,,,,,,
selfintro,C1R1,C,C1,R1,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",다른 글을 참고한다,작년 글이나 친구 글을 보고 빨리 맞춘다.,남의 글을 따라갔다 — 빠른 길이지만 내가 점점 사라진다.,작년 자기소개에서 학년만 바꾼다,학년만 바꿨다 — 작년의 내가 그대로 남는다.,-,-1,작년에 썼던 자기소개에서 학년만 바꿨다. 빨리 끝났지만 지금은 별로 하지 않는 취미가 그대로 남아 있었다.,작년의 내가 남은 자기소개,작년의 나는 올해의 내가 아니다.,51,그대로 제출,검토 없이 그대로 낸다.,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,,51,C,작년의 나 카드,-,-,작년 글을 냈더니 작년의 내가 먼저 나왔다.,25,18,15,11,9,5,21,17,,,,,,,,,
selfintro,C1R2,C,C1,R2,자기소개 글,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",다른 글을 참고한다,작년 글이나 친구 글을 보고 빨리 맞춘다.,남의 글을 따라갔다 — 빠른 길이지만 내가 점점 사라진다.,작년 자기소개에서 학년만 바꾼다,학년만 바꿨다 — 작년의 내가 그대로 남는다.,-,-1,작년에 썼던 자기소개에서 학년만 바꿨다. 빨리 끝났지만 지금은 별로 하지 않는 취미가 그대로 남아 있었다.,작년의 내가 남은 자기소개,작년의 나는 올해의 내가 아니다.,51,한 번 읽고 이상한 곳만 표시,명시적인 환각·오류만 발견.,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 지금은 하지 않는 취미가 그대로 있었다. 점수 +8.,59,B,낡은 취미 경고 카드,-,0,지금은 하지 않는 취미가 아직 내 소개에 있었다.,33,24,20,14,14,8,26,20,,,,,,,,,
