시나리오 ID,시나리오 타이틀,상황,시나리오 의도,시나리오 메시지,leaf 좌표,1차 선택,1차 의도,1차 메시지,1차 시간비용,1차 에너지비용,1차 위임판단력 변화,1차 도메인지식 변화,tier1 베이스,tier1 변수,더 자세히 선택,더 자세히 의도,더 자세히 메시지,더 자세히 시간비용,더 자세히 에너지비용,더 자세히 위임판단력 변화,더 자세히 도메인지식 변화,tier2 베이스,tier2 변수,검토 선택,검토 의도,검토 학생 narrative (Cut5/Cut6 메인),검토 시간비용,검토 에너지비용,검토 위임판단력 변화,검토 도메인지식 변화,review 점수,합산 점수 (t1.base+var + t2.base+var + review),매칭 그룹 (matchGroups),직접 매칭 카드 (axisDelta.requireCard),직접 매칭 보너스 (axisDelta.bonusPoint),직접 매칭 노트 (axisDelta.note),획득 역량카드 목록 (competencyCards),EXP 보상 (expRewards),[검수참고] results.text,[검수참고] results.summary,[검수참고] results.lesson,[검수참고·코드미사용] finals.score,[검수참고] finals.grade,[검수참고] finals.item,[검수참고] finals.awareness
selfintro,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",자기 자리에서 시작해야 할 글에 AI를 어떻게 쓸지 가르는 첫 회기. 자기지식·자기검증 자리.,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,C3R2,C. 다른 사람·기성 자료에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.",친구 글이나 작년 내가 쓴 글에 기대서 풀어간다.,14,11,0,0,20,6,C3. 잘 부탁드립니다 한 줄만 적는다,한 줄만 적었다 — 자기소개를 건너뛰었다.,종이에 '안녕하세요. 잘 부탁드립니다.'라고만 적었다. 칸은 채웠지만 게시판에 붙으면 아무도 나를 알 수 없을 것 같았다.,2,1,--,-,20,1,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽어 보니 자기를 알려 주는 말이 거의 없다는 것이 보였다.,3,3,--,-,20,67,자기성찰 / 인식·해석,,,,,2,종이에 '안녕하세요. 잘 부탁드립니다.'라고만 적었다. 칸은 채웠지만 게시판에 붙으면 아무도 나를 알 수 없을 것 같았다.,비어 있는 자기소개,선택을 건너뛴 자리에는 내가 없다.,21,D,,읽어 봐도 나를 알려 주는 말이 없었다.
selfintro,자기소개 글,"새 학기 첫날, 선생님이 반 게시판에 붙일 자기소개 글을 내일 아침까지 써 오라고 하셨다. 100자에서 200자 정도면 되고, 좋아하는 것, 기억나는 일, 올해 해 보고 싶은 일을 넣으면 된다고 했다. 집에 와서 빈 종이를 보니 뭘 써야 할지 바로 떠오르지는 않았다.",자기 자리에서 시작해야 할 글에 AI를 어떻게 쓸지 가르는 첫 회기. 자기지식·자기검증 자리.,AI가 쓴 자기소개에는 내가 말하지 않은 내가 섞일 수 있다.,C3R3,C. 다른 사람·기성 자료에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 자기 자리를 비울 수도 있다.",친구 글이나 작년 내가 쓴 글에 기대서 풀어간다.,14,11,0,0,20,6,C3. 잘 부탁드립니다 한 줄만 적는다,한 줄만 적었다 — 자기소개를 건너뛰었다.,종이에 '안녕하세요. 잘 부탁드립니다.'라고만 적었다. 칸은 채웠지만 게시판에 붙으면 아무도 나를 알 수 없을 것 같았다.,2,1,--,-,20,1,R3. 처음부터 다시 읽고 내 얘기인지 확인,처음부터 다시 읽으니 빠진 것이 보였다. 도메인지식 +3,짧게라도 좋아하는 것과 올해 해 보고 싶은 일을 한 줄씩 더 적었다.,13,10,--,0,30,77,자기성찰 / 인식·해석,,,,,4,종이에 '안녕하세요. 잘 부탁드립니다.'라고만 적었다. 칸은 채웠지만 게시판에 붙으면 아무도 나를 알 수 없을 것 같았다.,비어 있는 자기소개,선택을 건너뛴 자리에는 내가 없다.,30,D,빈칸 경고 카드,늦게라도 한 가지를 적으니 빈칸이 조금 줄었다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A1R1,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A1. 자료를 찾고 모둠원과 공유한 뒤 슬라이드를 만든다,조사하고 모둠과 맞췄다 — 내 파트가 모둠 흐름 안에 자리 잡는다.,"자료 출처를 적어 두고, 모둠 채팅방에 내가 찾은 흐름을 먼저 공유했다. 슬라이드 3장은 조금 늦게 완성됐지만 다른 친구 파트와 이어지는 말이 생겼다.",12,10,++,++,20,10,R1. 그대로 제출,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,자료를 찾아 출처를 적고 모둠 채팅방에 흐름을 먼저 공유한 뒤 슬라이드를 만들어 그대로 냈다. 내 파트가 모둠 흐름 안에 자리 잡았다.,2,1,++,++,10,68,표현·소통,,,,"협업능력, 소통능력, 자기검증",25,"자료 출처를 적어 두고, 모둠 채팅방에 내가 찾은 흐름을 먼저 공유했다. 슬라이드 3장은 조금 늦게 완성됐지만 다른 친구 파트와 이어지는 말이 생겼다.",모둠 흐름에 맞춘 발표 자료,모둠 발표는 자료를 만드는 일이 아니라 흐름을 맞추는 일이다.,93,S,모둠 공유 카드,내 자료가 친구들 파트와 이어졌다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A1R2,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A1. 자료를 찾고 모둠원과 공유한 뒤 슬라이드를 만든다,조사하고 모둠과 맞췄다 — 내 파트가 모둠 흐름 안에 자리 잡는다.,"자료 출처를 적어 두고, 모둠 채팅방에 내가 찾은 흐름을 먼저 공유했다. 슬라이드 3장은 조금 늦게 완성됐지만 다른 친구 파트와 이어지는 말이 생겼다.",12,10,++,++,20,10,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽으며 한 장 제목이 친구 파트와 겹친 자리를 찾아 다른 말로 바꿨다. 모둠 흐름이 더 또렷해졌다.,5,4,++,++,20,78,표현·소통,,,,"협업능력, 소통능력, 자기검증, 비판적 사고",27,"자료 출처를 적어 두고, 모둠 채팅방에 내가 찾은 흐름을 먼저 공유했다. 슬라이드 3장은 조금 늦게 완성됐지만 다른 친구 파트와 이어지는 말이 생겼다.",모둠 흐름에 맞춘 발표 자료,모둠 발표는 자료를 만드는 일이 아니라 흐름을 맞추는 일이다.,96,S,모둠 공유 카드,겹친 부분을 고치니 발표 순서가 더 자연스러웠다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A1R3,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A1. 자료를 찾고 모둠원과 공유한 뒤 슬라이드를 만든다,조사하고 모둠과 맞췄다 — 내 파트가 모둠 흐름 안에 자리 잡는다.,"자료 출처를 적어 두고, 모둠 채팅방에 내가 찾은 흐름을 먼저 공유했다. 슬라이드 3장은 조금 늦게 완성됐지만 다른 친구 파트와 이어지는 말이 생겼다.",12,10,++,++,20,10,R3. 출처 확인 + 모둠 흐름 맞추기,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,출처와 발표 순서를 다시 확인하고 친구 파트로 넘어가는 한 줄을 넣었다. 모둠 안에서 내 파트가 한 단계 깊이 자리 잡았다.,15,11,++,++,30,88,표현·소통,협업능력,5,모둠 채팅방 공유와 친구 파트 이어주는 자리 — 협업능력 카드와 강한 매칭,"협업능력, 소통능력, 발표력, 자기검증, 자기성찰",30,"자료 출처를 적어 두고, 모둠 채팅방에 내가 찾은 흐름을 먼저 공유했다. 슬라이드 3장은 조금 늦게 완성됐지만 다른 친구 파트와 이어지는 말이 생겼다.",모둠 흐름에 맞춘 발표 자료,모둠 발표는 자료를 만드는 일이 아니라 흐름을 맞추는 일이다.,99,S,같이 맞춘 발표 카드,내 파트가 모둠 발표 안에서 자리를 잡았다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A2R1,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A2. 직접 자료를 찾아 슬라이드를 만들고 한 장 제목·표현만 AI에 다듬어 달라 한다,자기 슬라이드에 AI 손이 점만 닿았다 — 자료와 흐름은 내 것이고 표현이 매끄러워졌다.,"자료는 직접 찾아 출처까지 적었고, 마지막에 한 장 제목과 어색한 한 문장만 AI에 다듬어 달라 했다. 슬라이드는 내 흐름 그대로였고 표현 두 군데가 매끄러워졌다.",6,6,+,+,20,7,R1. 그대로 제출,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,자료는 직접 찾아 출처까지 적고 한 장 제목과 어색한 한 문장만 AI에 다듬어 받아 그대로 냈다. 자료와 흐름은 자기 안에서 나왔다.,2,1,+,+,10,65,표현·소통,,,,"협업능력, 발표력",18,"자료는 직접 찾아 출처까지 적었고, 마지막에 한 장 제목과 어색한 한 문장만 AI에 다듬어 달라 했다. 슬라이드는 내 흐름 그대로였고 표현 두 군데가 매끄러워졌다.",내 자료에 AI 손이 점만 닿은 슬라이드,AI는 자기 슬라이드의 표현을 점만 손볼 때 도구가 된다 — 자료와 흐름은 내 일.,70,A,다듬은 슬라이드 카드,자료는 내 것이고 표현 두 군데가 매끄러워졌다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A2R2,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A2. 직접 자료를 찾아 슬라이드를 만들고 한 장 제목·표현만 AI에 다듬어 달라 한다,자기 슬라이드에 AI 손이 점만 닿았다 — 자료와 흐름은 내 것이고 표현이 매끄러워졌다.,"자료는 직접 찾아 출처까지 적었고, 마지막에 한 장 제목과 어색한 한 문장만 AI에 다듬어 달라 했다. 슬라이드는 내 흐름 그대로였고 표현 두 군데가 매끄러워졌다.",6,6,+,+,20,7,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽으며 AI가 다듬은 한 표현이 자기 발표 말투와 달라 원래 말로 되돌렸다.,5,4,+,+,20,75,표현·소통,,,,"협업능력, 발표력, 검수능력",20,"자료는 직접 찾아 출처까지 적었고, 마지막에 한 장 제목과 어색한 한 문장만 AI에 다듬어 달라 했다. 슬라이드는 내 흐름 그대로였고 표현 두 군데가 매끄러워졌다.",내 자료에 AI 손이 점만 닿은 슬라이드,AI는 자기 슬라이드의 표현을 점만 손볼 때 도구가 된다 — 자료와 흐름은 내 일.,75,A,AI 표현 검수 카드,AI가 다듬은 표현 중 내 말투에 맞는 것만 남겼다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A2R3,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A2. 직접 자료를 찾아 슬라이드를 만들고 한 장 제목·표현만 AI에 다듬어 달라 한다,자기 슬라이드에 AI 손이 점만 닿았다 — 자료와 흐름은 내 것이고 표현이 매끄러워졌다.,"자료는 직접 찾아 출처까지 적었고, 마지막에 한 장 제목과 어색한 한 문장만 AI에 다듬어 달라 했다. 슬라이드는 내 흐름 그대로였고 표현 두 군데가 매끄러워졌다.",6,6,+,+,20,7,R3. 출처 확인 + 모둠 흐름 맞추기,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,AI가 다듬은 문장과 처음 쓴 문장을 나란히 두고 자기 발표 말투에 맞는 쪽을 골랐다.,15,11,+,++,30,85,표현·소통,,,,"협업능력, 발표력, 검수능력, 자기검증",23,"자료는 직접 찾아 출처까지 적었고, 마지막에 한 장 제목과 어색한 한 문장만 AI에 다듬어 달라 했다. 슬라이드는 내 흐름 그대로였고 표현 두 군데가 매끄러워졌다.",내 자료에 AI 손이 점만 닿은 슬라이드,AI는 자기 슬라이드의 표현을 점만 손볼 때 도구가 된다 — 자료와 흐름은 내 일.,81,A,함께 다듬은 카드,"AI는 표현을 밀어 줬고, 자료와 흐름은 내가 붙잡았다."
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A3R1,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A3. 자료를 살짝 보고 슬라이드를 만든다,얕게 보고 만들었다 — 슬라이드는 있지만 설명할 깊이가 없다.,검색해서 맨 위에 나온 글 몇 개를 보고 슬라이드를 만들었다. 제목과 그림은 들어갔지만 왜 이 자료를 골랐는지 설명하기가 애매했다.,2,1,0,+,20,3,R1. 그대로 제출,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,검색해서 맨 위에 나온 글 몇 개만 보고 슬라이드를 만들어 그대로 냈다. 겉모양은 갖췄지만 설명할 깊이가 없었다.,2,1,0,+,10,61,표현·소통 / 자기성찰,,,,발표력,12,검색해서 맨 위에 나온 글 몇 개를 보고 슬라이드를 만들었다. 제목과 그림은 들어갔지만 왜 이 자료를 골랐는지 설명하기가 애매했다.,겉모양은 있지만 얕은 자료,자료를 얕게 보면 발표할 때 설명할 말이 없다.,49,C,얕은 자료 경고 카드,슬라이드는 있었지만 내가 설명할 말이 부족했다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A3R2,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A3. 자료를 살짝 보고 슬라이드를 만든다,얕게 보고 만들었다 — 슬라이드는 있지만 설명할 깊이가 없다.,검색해서 맨 위에 나온 글 몇 개를 보고 슬라이드를 만들었다. 제목과 그림은 들어갔지만 왜 이 자료를 골랐는지 설명하기가 애매했다.,2,1,0,+,20,3,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽으며 사진만 있고 설명이 없는 한 장을 찾아 한 줄을 덧붙였다.,3,3,0,+,20,71,표현·소통 / 자기성찰,,,,"발표력, 검수능력",14,검색해서 맨 위에 나온 글 몇 개를 보고 슬라이드를 만들었다. 제목과 그림은 들어갔지만 왜 이 자료를 골랐는지 설명하기가 애매했다.,겉모양은 있지만 얕은 자료,자료를 얕게 보면 발표할 때 설명할 말이 없다.,58,B,빈칸 발견 카드,읽어 보니 사진 밑에 내 설명이 없었다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A3R3,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A3. 자료를 살짝 보고 슬라이드를 만든다,얕게 보고 만들었다 — 슬라이드는 있지만 설명할 깊이가 없다.,검색해서 맨 위에 나온 글 몇 개를 보고 슬라이드를 만들었다. 제목과 그림은 들어갔지만 왜 이 자료를 골랐는지 설명하기가 애매했다.,2,1,0,+,20,3,R3. 출처 확인 + 모둠 흐름 맞추기,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,자료 출처를 다시 찾고 왜 이 예시를 골랐는지 한 문장을 더해 발표 때 답할 수 있는 슬라이드로 다시 잡았다.,13,10,0,++,30,81,표현·소통 / 자기성찰,검수능력,5,얕은 자료를 다시 확인하고 출처를 붙이는 자리 — 검수능력 카드와 강한 매칭,"발표력, 검수능력, 자기성찰, 비판적 사고",17,검색해서 맨 위에 나온 글 몇 개를 보고 슬라이드를 만들었다. 제목과 그림은 들어갔지만 왜 이 자료를 골랐는지 설명하기가 애매했다.,겉모양은 있지만 얕은 자료,자료를 얕게 보면 발표할 때 설명할 말이 없다.,66,B,자료 출처 확인 카드,출처를 다시 찾으니 내가 왜 이 자료를 썼는지 말할 수 있었다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,B1R1,B. AI에게 맡긴다,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 슬라이드 초안이나 정리를 부탁한다.,6,5,-,-,20,4,B1. AI에게 주제만 주고 슬라이드 3장을 만들어 달라고 한다,AI에 다 맡겼다 — 출처 없는 자료가 내 발표가 된다.,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",2,1,--,-,20,1,R1. 그대로 제출,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,AI에게 주제만 주고 받은 슬라이드 3장을 그대로 냈다. 통계 숫자와 멋진 문장이 있었지만 출처가 빈 자리였다.,2,1,--,-,10,55,인식·해석,,,,,8,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",출처가 비어 있는 AI 슬라이드,AI에 통째로 맡기면 그럴듯한 거짓이 내 발표 자료가 된다.,16,D,,슬라이드는 나왔지만 내가 믿을 수 있는 자료는 아니었다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,B1R2,B. AI에게 맡긴다,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 슬라이드 초안이나 정리를 부탁한다.,6,5,-,-,20,4,B1. AI에게 주제만 주고 슬라이드 3장을 만들어 달라고 한다,AI에 다 맡겼다 — 출처 없는 자료가 내 발표가 된다.,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",2,1,--,-,20,1,R2. 한 번 읽고 이상한 곳만 표시,한 번 훑어 명백한 오류를 잡았다. 도메인지식 +1,한 번 읽으며 출처 없는 통계 숫자가 있는 자리를 발견하고 표시했다.,3,3,--,0,20,65,인식·해석,비판적 사고,5,AI가 만든 출처 없는 통계를 눈으로 발견하는 자리 — 비판적 사고 카드와 강한 매칭,,10,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",출처가 비어 있는 AI 슬라이드,AI에 통째로 맡기면 그럴듯한 거짓이 내 발표 자료가 된다.,29,D,AI 슬라이드 경고 카드,그럴듯한 숫자 옆에 출처가 없었다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,B1R3,B. AI에게 맡긴다,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 슬라이드 초안이나 정리를 부탁한다.,6,5,-,-,20,4,B1. AI에게 주제만 주고 슬라이드 3장을 만들어 달라고 한다,AI에 다 맡겼다 — 출처 없는 자료가 내 발표가 된다.,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",2,1,--,-,20,1,R3. 출처 확인 + 모둠 흐름 맞추기,출처와 모둠 흐름을 다시 보니 빠진 것이 보였다. 도메인지식 +3,통계와 인용을 다시 찾아 보고 책에 없는 문장과 모둠 주제와 안 맞는 자리를 지웠다.,13,10,--,+,30,75,인식·해석,,,,,12,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",출처가 비어 있는 AI 슬라이드,AI에 통째로 맡기면 그럴듯한 거짓이 내 발표 자료가 된다.,39,C,맥락 빠진 발표,AI 슬라이드는 있었지만 우리 모둠 발표와 따로 놀았다.
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,B2R1,B. AI에게 맡긴다,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 슬라이드 초안이나 정리를 부탁한다.,6,5,-,-,20,4,B2. 내가 찾은 자료를 AI에게 주고 슬라이드 문장을 받아 다듬는다,재료는 줬지만 정리까지 맡겼다 — 모둠 흐름이 빠진 자료가 나온다.,내가 찾은 자료를 AI에게 넣고 슬라이드 문장을 받았다. 내용은 크게 틀리지 않았지만 모둠 친구들이 쓰는 말투와 발표 흐름과는 조금 달랐다.,4,8,0,0,20,5,R1. 그대로 제출,검토를 건너뛰었다 — 검증할 기회를 놓쳤다.,자기가 찾은 자료를 AI에 주고 받은 슬라이드 문장을 다듬어 그대로 냈다. 내용은 크게 틀리지 않았지만 모둠 발표 흐름과 따로 놀았다.,2,1,0,0,10,59,인식·해석 / 표현·소통,,,,소통능력,7,내가 찾은 자료를 AI에게 넣고 슬라이드 문장을 받았다. 내용은 크게 틀리지 않았지만 모둠 친구들이 쓰는 말투와 발표 흐름과는 조금 달랐다.,자료는 있지만 모둠 흐름이 약한 슬라이드,재료를 줘도 정리까지 맡기면 모둠과 따로 노는 자료가 된다.,58,B,AI 정리 자료,자료는 내 것이었지만 발표 흐름은 아직 맞지 않았다.
