시나리오 ID,시나리오 타이틀,상황,시나리오 의도,시나리오 메시지,tier2 좌표,1차 선택,1차 의도,1차 메시지,1차 시간비용,1차 에너지비용,1차 위임판단력 변화,1차 도메인지식 변화,tier1 베이스,tier1 변수,더 자세히 선택,더 자세히 의도,더 자세히 메시지,더 자세히 시간비용,더 자세히 에너지비용,더 자세히 위임판단력 변화,더 자세히 도메인지식 변화,tier2 베이스,tier2 변수,매칭 그룹 (matchGroups),R1 검토,R1 학생 narrative,R1 시간비용,R1 에너지비용,R1 위임판단력 변화,R1 도메인지식 변화,R1 review 점수,R1 합산 점수,R1 직접 매칭 카드,R1 직접 매칭 보너스,R1 획득 카드 목록,R1 EXP,R1 [검수·코드미사용] finals.score,R1 [검수] finals.grade,R2 검토,R2 학생 narrative,R2 시간비용,R2 에너지비용,R2 위임판단력 변화,R2 도메인지식 변화,R2 review 점수,R2 합산 점수,R2 직접 매칭 카드,R2 직접 매칭 보너스,R2 획득 카드 목록,R2 EXP,R2 [검수·코드미사용] finals.score,R2 [검수] finals.grade,R3 검토,R3 학생 narrative,R3 시간비용,R3 에너지비용,R3 위임판단력 변화,R3 도메인지식 변화,R3 review 점수,R3 합산 점수,R3 직접 매칭 카드,R3 직접 매칭 보너스,R3 획득 카드 목록,R3 EXP,R3 [검수·코드미사용] finals.score,R3 [검수] finals.grade
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A2,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A2. 직접 자료를 찾아 슬라이드를 만들고 한 장 제목·표현만 AI에 다듬어 달라 한다,자기 슬라이드에 AI 손이 점만 닿았다 — 자료와 흐름은 내 것이고 표현이 매끄러워졌다.,"자료는 직접 찾아 출처까지 적었고, 마지막에 한 장 제목과 어색한 한 문장만 AI에 다듬어 달라 했다. 슬라이드는 내 흐름 그대로였고 표현 두 군데가 매끄러워졌다.",6,6,+,+,20,7,표현·소통,R1. 그대로 제출,자료는 직접 찾아 출처까지 적고 한 장 제목과 어색한 한 문장만 AI에 다듬어 받아 그대로 냈다. 자료와 흐름은 자기 안에서 나왔다.,2,1,+,+,10,65,,,"협업능력, 발표력",18,70,A,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 AI가 다듬은 한 표현이 자기 발표 말투와 달라 원래 말로 되돌렸다.,5,4,+,+,20,75,,,"협업능력, 발표력, 검수능력",20,75,A,R3. 출처 확인 + 모둠 흐름 맞추기,AI가 다듬은 문장과 처음 쓴 문장을 나란히 두고 자기 발표 말투에 맞는 쪽을 골랐다.,15,11,+,++,30,85,,,"협업능력, 발표력, 검수능력, 자기검증",23,81,A
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,A3,A. 직접 조사해서 만든다,내 손으로 직접 했다 — 모둠 발표는 내가 이해해야 내 파트가 된다.,내가 자료를 찾고 모둠 발표에 맞게 슬라이드를 만든다.,25,20,+,+,20,8,A3. 자료를 살짝 보고 슬라이드를 만든다,얕게 보고 만들었다 — 슬라이드는 있지만 설명할 깊이가 없다.,검색해서 맨 위에 나온 글 몇 개를 보고 슬라이드를 만들었다. 제목과 그림은 들어갔지만 왜 이 자료를 골랐는지 설명하기가 애매했다.,2,1,0,+,20,3,표현·소통 / 자기성찰,R1. 그대로 제출,검색해서 맨 위에 나온 글 몇 개만 보고 슬라이드를 만들어 그대로 냈다. 겉모양은 갖췄지만 설명할 깊이가 없었다.,2,1,0,+,10,61,,,발표력,12,49,C,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 사진만 있고 설명이 없는 한 장을 찾아 한 줄을 덧붙였다.,3,3,0,+,20,71,,,"발표력, 검수능력",14,58,B,R3. 출처 확인 + 모둠 흐름 맞추기,자료 출처를 다시 찾고 왜 이 예시를 골랐는지 한 문장을 더해 발표 때 답할 수 있는 슬라이드로 다시 잡았다.,13,10,0,++,30,81,검수능력,5,"발표력, 검수능력, 자기성찰, 비판적 사고",17,66,B
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,B1,B. AI에게 맡긴다,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 슬라이드 초안이나 정리를 부탁한다.,6,5,-,-,20,4,B1. AI에게 주제만 주고 슬라이드 3장을 만들어 달라고 한다,AI에 다 맡겼다 — 출처 없는 자료가 내 발표가 된다.,"AI가 바로 슬라이드 3장짜리 내용을 만들어 줬다. 통계 숫자와 멋진 문장이 들어 있었지만 출처가 없고, 책에 없는 말이 인용문처럼 적혀 있었다.",2,1,--,-,20,1,인식·해석,R1. 그대로 제출,AI에게 주제만 주고 받은 슬라이드 3장을 그대로 냈다. 통계 숫자와 멋진 문장이 있었지만 출처가 빈 자리였다.,2,1,--,-,10,55,,,,8,16,D,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 출처 없는 통계 숫자가 있는 자리를 발견하고 표시했다.,3,3,--,0,20,65,비판적 사고,5,,10,29,D,R3. 출처 확인 + 모둠 흐름 맞추기,통계와 인용을 다시 찾아 보고 책에 없는 문장과 모둠 주제와 안 맞는 자리를 지웠다.,13,10,--,+,30,75,,,,12,39,C
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,B2,B. AI에게 맡긴다,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 슬라이드 초안이나 정리를 부탁한다.,6,5,-,-,20,4,B2. 내가 찾은 자료를 AI에게 주고 슬라이드 문장을 받아 다듬는다,재료는 줬지만 정리까지 맡겼다 — 모둠 흐름이 빠진 자료가 나온다.,내가 찾은 자료를 AI에게 넣고 슬라이드 문장을 받았다. 내용은 크게 틀리지 않았지만 모둠 친구들이 쓰는 말투와 발표 흐름과는 조금 달랐다.,4,8,0,0,20,5,인식·해석 / 표현·소통,R1. 그대로 제출,자기가 찾은 자료를 AI에 주고 받은 슬라이드 문장을 다듬어 그대로 냈다. 내용은 크게 틀리지 않았지만 모둠 발표 흐름과 따로 놀았다.,2,1,0,0,10,59,,,소통능력,7,58,B,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 발표 말투와 너무 다른 한 문장을 자기 말투로 고쳤다.,5,4,0,+,20,69,,,"소통능력, 검수능력, 비판적 사고",9,66,B,R3. 출처 확인 + 모둠 흐름 맞추기,AI가 정리한 문장에 자료 출처를 다시 붙이고 친구 파트와 이어지는 순서로 다시 잡았다.,15,11,0,+,30,79,,,"소통능력, 검수능력, 자기검증, 자기성찰",12,73,A
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,B3,B. AI에게 맡긴다,AI에 위임했다 — 모둠 자료에 AI를 어디까지 쓸지 따져봐야 한다.,AI에게 슬라이드 초안이나 정리를 부탁한다.,6,5,-,-,20,4,B3. 내가 조사하고 출처를 적은 뒤 AI에게 정리만 부탁하고 끝까지 검수한다,자료와 출처는 내가 잡고 AI는 정리만 도왔다 — 자기 조사 위에 적절한 결합이 얹혔다.,"자료를 직접 찾아 출처를 정리한 뒤, AI에게 슬라이드 문장을 짧게 정리해 달라고 했다. 받아 본 문장은 출처와 흐름을 다시 확인하고, 모둠 채팅방에 공유해서 친구 파트와 이어지게 맞췄다.",6,16,++,++,20,10,인식·해석 / 표현·소통,R1. 그대로 제출,자료를 직접 찾아 출처를 정리한 뒤 AI에게 슬라이드 문장을 짧게 정리해 받아 그대로 냈다. 자기 조사 위에 AI 정리가 얹혔다.,2,1,++,++,10,64,,,"협업능력, 소통능력, 검수능력",10,88,S,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 AI가 줄인 문장에서 중요한 조건 하나가 빠진 자리를 찾아 다시 채웠다.,5,4,++,++,20,74,,,"협업능력, 소통능력, 검수능력, 비판적 사고",12,93,S,R3. 출처 확인 + 모둠 흐름 맞추기,"출처와 숫자, 발표 흐름을 끝까지 확인하고 모둠 채팅방에 공유해 친구 파트와 이어지게 맞췄다.",15,11,++,++,30,84,검수능력,5,"협업능력, 소통능력, 검수능력, 자기검증, 자기성찰",14,100,S
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,C1,C. 다른 모둠·기성 자료에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 내 파트를 비울 수도 있다.",모둠원·작년 발표·다른 학년 자료에 기대서 풀어간다.,14,11,0,0,20,6,C1. 다른 학년의 같은 단원 발표 자료에서 흐름을 빌려 보고 우리 모둠 주제로 직접 다시 채운다,기성 자료를 거름으로 삼아 우리 주제로 다시 채웠다 — 빌리되 내 자리는 내가 채웠다.,"다른 학년이 같은 단원으로 발표했던 자료를 찾아 흐름과 순서를 살펴봤다. 어떤 흐름이 잘 풀렸는지 추려서, 우리 모둠 주제에 맞는 자료와 예시로 한 장씩 다시 채우고 출처를 적었다. 모둠 채팅방에 흐름을 공유해 친구 파트와 이어지는 자리를 맞췄다.",4,12,++,++,20,10,표현·소통 / 인식·해석,R1. 그대로 제출,다른 학년의 같은 단원 발표 흐름을 살펴보고 우리 모둠 주제에 맞는 자료와 예시로 한 장씩 다시 채워 냈다. 빌린 흐름 안에 우리 자리가 섰다.,2,1,++,++,10,66,,,"협업능력, 발표력, 비판적 사고",5,88,S,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 빌려 온 흐름 한 장에 다른 학년 예시가 그대로 남아 있는 자리를 찾아 빼냈다.,5,4,++,++,20,76,,,"협업능력, 발표력, 비판적 사고, 검수능력",7,93,S,R3. 출처 확인 + 모둠 흐름 맞추기,빌린 흐름을 다시 보며 우리 모둠 주제에 맞는 새 예시를 한 장 더 넣고 친구 파트와 이어지는 순서로 맞췄다.,15,11,++,++,30,86,발표력,5,"협업능력, 소통능력, 발표력, 비판적 사고, 자기검증",10,100,S
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,C2,C. 다른 모둠·기성 자료에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 내 파트를 비울 수도 있다.",모둠원·작년 발표·다른 학년 자료에 기대서 풀어간다.,14,11,0,0,20,6,C2. 다른 모둠 작년 발표 슬라이드를 그대로 가져와 제목만 바꿔 낸다,다른 모둠 슬라이드가 내 자리에 들어왔다 — 다른 모둠의 자료는 내 것이 아니다.,다른 모둠이 작년에 만든 발표 슬라이드를 그대로 가져와 제목만 우리 주제로 바꿔 냈다. 그 모둠이 들었던 예시와 흐름이 내 자리에 그대로 남아 있었다.,2,6,--,-,20,1,표현·소통 / 인식·해석,R1. 그대로 제출,다른 모둠 작년 슬라이드를 그대로 가져와 제목만 바꿔 냈다. 자기 자리에 다른 모둠의 흐름이 들어왔다.,2,1,--,-,10,57,,,,3,22,D,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 다른 모둠이 들었던 예시가 그대로 남아 있는 자리를 찾아냈다.,5,4,--,0,20,67,,,비판적 사고,5,32,D,R3. 출처 확인 + 모둠 흐름 맞추기,베껴 온 슬라이드를 거의 다 지우고 우리 모둠 주제에 맞는 자료와 예시로 다시 채웠다.,15,11,--,+,30,77,,,"비판적 사고, 검수능력, 자기성찰, 자기검증",8,42,C
groupwork,모둠 발표 자료,"학기 초 모둠 발표가 다음 주로 잡혔다. 우리 모둠은 4명이 각자 파트를 맡았고, 내가 맡은 일은 자료 조사와 슬라이드 3장 만들기였다. 다른 애들이 어떤 흐름으로 준비하는지 아직 잘 모르는데, 숙제도 있고 학원도 있어서 시간이 많지는 않았다.",팀 작업에서 역할 분담과 AI 활용을 함께 굴리는 회기. 협업·소통·발표 자리.,혼자 빨리 끝낸 발표 자료는 모둠 안에서 아직 맞춰진 자료가 아니다.,C3,C. 다른 모둠·기성 자료에 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 내 파트를 비울 수도 있다.",모둠원·작년 발표·다른 학년 자료에 기대서 풀어간다.,14,11,0,0,20,6,C3. 모둠원에게 내 파트까지 좀 해 달라고 부탁한다,내 파트를 떠넘겼다 — 발표 당일 내가 답할 수 없게 된다.,모둠원에게 내 파트까지 좀 해 달라고 보냈다. 친구가 몇 줄을 도와주긴 했지만 발표 연습 때 내가 내 슬라이드를 잘 설명하지 못했다.,2,1,--,-,20,1,표현·소통 / 자기성찰,R1. 그대로 제출,모둠원에게 내 파트까지 좀 해 달라고 부탁해 친구가 써 준 몇 줄을 그대로 냈다. 내 파트가 내 안에 들어와 있지 않았다.,2,1,--,-,10,57,,,,1,11,D,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽어 보니 친구가 써 준 문장 중 발표 때 자기가 설명할 수 없는 자리가 보였다.,3,3,--,0,20,67,,,,2,22,D,R3. 출처 확인 + 모둠 흐름 맞추기,친구가 써 준 부분을 다시 읽고 자기가 말할 수 있는 문장으로 고쳐 발표 때 답할 수 있게 잡았다.,13,10,--,+,30,77,소통능력,5,,4,31,D
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",A1,A. 책을 직접 읽고 쓴다,내가 읽었다 — 책 안에서 내 감상이 나온다.,어린왕자 책을 펴서 내가 읽고 그 감상으로 쓴다.,25,20,+,+,20,8,A1. 책을 끝까지 읽고 인상에 남은 장면으로 본인 감상을 쓴다,끝까지 읽고 한 장면에 머물렀다 — 책이 내 안에 자리 잡는다.,"어린왕자가 여우에게 ""네가 길들인 것에 너는 영원히 책임이 있다""는 말을 듣는 장면이 가장 오래 남았다. 나도 키우는 강아지가 떠올라서 그 한 문장에서 한참 멈췄다.",12,10,++,++,20,10,인식·해석 / 자기성찰,R1. 그대로 제출,끝까지 읽고 여우 장면 하나에 머물러 자기 말로 적어 그대로 냈다. 책이 자기 안에 자리 잡았다.,2,1,++,++,10,68,,,"문해력, 공감력, 해석능력",25,92,S,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 길어진 문장 하나를 둘로 나눴다. 머문 장면이 더 또렷해졌다.,5,4,++,++,20,78,,,"문해력, 공감력, 해석능력, 검수능력",25,95,S,R3. 출처 확인 + 크로스체크,처음부터 다시 읽고 여우 장면이 왜 자기에게 남았는지 한 문장 더 넣었다. 책의 깊이가 한 단계 더 들어왔다.,15,11,++,++,30,88,문해력,5,"문해력, 공감력, 해석능력, 자기검증, 자기성찰",25,98,S
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",A2,A. 책을 직접 읽고 쓴다,내가 읽었다 — 책 안에서 내 감상이 나온다.,어린왕자 책을 펴서 내가 읽고 그 감상으로 쓴다.,25,20,+,+,20,8,A2. 책을 읽고 본인 감상을 쓰다가 한두 표현만 AI에 다듬어 달라 한다,자기 감상에 AI 손이 점만 닿았다 — 내용은 내 것이고 표현이 매끄러워졌다.,"책을 다 읽고 여우 장면 감상을 직접 썼는데, 한 문장이 어색해서 AI에 다듬어 달라 했다. 내 감상은 그대로 남고 한 표현만 매끄러워졌다.",6,6,+,+,20,7,인식·해석 / 표현·소통,R1. 그대로 제출,책을 다 읽고 자기 감상을 쓰다가 어색한 한 표현만 AI에 다듬어 받았다. 감상은 자기 안에서 나왔다.,2,1,+,+,10,65,,,"문해력, 해석능력",18,70,A,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 AI가 바꾼 한 표현이 자기 말투와 달라 원래 말로 되돌렸다.,5,4,+,+,20,75,,,"문해력, 해석능력, 검수능력",18,75,A,R3. 출처 확인 + 크로스체크,AI가 다듬은 문장과 처음 쓴 문장을 나란히 두고 자기 말투에 맞는 쪽을 골랐다.,15,11,+,++,30,85,,,"문해력, 해석능력, 검수능력, 자기검증",18,81,A
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",A3,A. 책을 직접 읽고 쓴다,내가 읽었다 — 책 안에서 내 감상이 나온다.,어린왕자 책을 펴서 내가 읽고 그 감상으로 쓴다.,25,20,+,+,20,8,A3. 책을 펴서 처음 몇 쪽만 읽고 떠오르는 대로 쓴다,책 일부만 통과해 감상을 끌어냈다 — 자기 안에서 나왔지만 책이 얕게 들어왔다.,"첫 챕터에서 코끼리 삼킨 보아뱀 그림 얘기가 나왔다. 어른들은 모자로만 본다는 부분이 재미있었고, 나머지는 잘 모르겠지만 어른과 아이의 차이가 중요한 것 같다.",2,1,0,+,20,3,인식·해석,R1. 그대로 제출,첫 챕터만 읽고 떠오르는 대로 적어 그대로 냈다. 읽은 부분 감상은 살았지만 나머지는 비었다.,2,1,0,+,10,61,,,문해력,12,55,B,R2. 한 번 읽고 이상한 곳만 표시,"한 번 읽으며 ""잘 모르겠지만""이 두 번 나오는 자리를 표시했다.",3,3,0,+,20,71,,,"문해력, 해석능력",12,63,B,R3. 출처 확인 + 크로스체크,안 읽은 부분 추측을 빼고 읽은 부분 감상만 남겼다. 솔직함이 자리를 잡았다.,13,10,0,++,30,81,자기성찰,5,"문해력, 해석능력, 자기성찰, 검수능력",12,70,A
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B1,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,6,5,-,-,20,4,B1. AI에게 책 제목만 주고 독후감을 통째로 받아 낸다,AI에 다 맡겼다 — 안 읽은 책을 AI가 환각으로 새로 쓴다.,"어린왕자는 사막에서 여우와 캥거루를 만나 모험을 한다. 그는 장미를 구하기 위해 여러 행성을 돌며 용기를 배우고, 마지막에는 친구들과 왕국을 세운다.",2,1,--,-,20,1,인식·해석,R1. 그대로 제출,책 제목만 주고 받은 AI 독후감을 그대로 냈다. 안 읽은 책 자리에 환각이 들어왔다.,2,1,--,-,10,55,,,,8,14,D,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 책에 없는 캥거루와 왕국 설정을 발견하고 표시했다.,3,3,--,0,20,65,비판적 사고,5,,10,26,D,R3. 출처 확인 + 크로스체크,환각뿐 아니라 전체 줄거리 구조가 책과 어긋남을 확인했다. 검증할 기준이 자기에게 없다는 것을 보았다.,13,10,--,+,30,75,,,,14,37,C
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B2,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,6,5,-,-,20,4,B2. AI에게 책 줄거리와 인용을 받아 본인이 정리해 쓴다,재료는 받았지만 책은 통과하지 않았다 — 인용이 내 것이 아니라 검증이 필요하다.,"어린왕자는 여러 별을 지나 지구에 와서 여우를 만난다. AI가 알려준 ""가장 중요한 것은 마음으로 본다""는 말처럼 관계와 책임이 핵심이라고 생각했다.",4,8,0,0,20,5,인식·해석,R1. 그대로 제출,AI에서 받은 줄거리와 인용을 다듬어 그대로 냈다. 글은 정돈됐지만 책은 자기에게 통과하지 않았다.,2,1,0,0,10,59,,,해석능력,6,50,C,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 AI가 준 인용이 책 어디에서 나온 건지 알 수 없다는 것이 보였다.,5,4,0,+,20,69,,,"해석능력, 검수능력, 비판적 사고",8,59,B,R3. 출처 확인 + 크로스체크,책 원전과 대조하니 인용이 다듬어진 표현이라 직접 인용을 다시 찾았다.,15,11,0,++,30,79,검수능력,5,"해석능력, 검수능력, 자기검증, 비판적 사고",12,68,B
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",B3,B. AI에게 부탁한다,AI에 위임했다 — 안 읽은 책을 AI가 대신 읽어 줄 수는 없다.,AI에게 책 내용과 감상을 받아 본다.,6,5,-,-,20,4,B3. 본인이 먼저 감상을 끝까지 써 보고 AI에게 표현만 다듬어 달라 한다,"감상은 내가 끝까지 통과했고 AI는 표현만 다듬었다 — 내 책, 내 말.","여우가 어린왕자에게 길들임을 가르치는 장면이 좋다고 끝까지 내가 먼저 썼다. AI에게 어색한 표현만 다듬어 달라 했고, 다듬은 문장과 처음 문장을 비교해 내 말 같은 쪽을 골라 남겼다.",6,16,++,++,20,10,인식·해석 / 표현·소통,R1. 그대로 제출,자기 감상을 끝까지 먼저 쓰고 AI에는 표현만 다듬어 받았다. 감상의 무게는 자기 안에 있었다.,2,1,++,++,10,64,,,"문해력, 공감력, 검수능력",3,88,S,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 AI가 바꾼 표현 하나가 자기 감상 같지 않아 처음 쓴 문장으로 되돌렸다.,5,4,++,++,20,74,검수능력,5,"문해력, 공감력, 검수능력, 비판적 사고",5,93,S,R3. 출처 확인 + 크로스체크,처음 쓴 문장과 AI가 다듬은 문장을 한 줄씩 비교해 자기 말에 맞는 쪽만 남겼다.,15,11,++,++,30,84,,,"문해력, 공감력, 해석능력, 검수능력, 자기검증",10,100,S
eorinwangja,어린왕자 독후감,어린왕자 독후감을 100자로 써야 하는데 책을 안 읽었습니다.,고전 텍스트 해석을 AI 요약과 자기 시선 사이에서 다루는 회기. 문해력·해석·공감 자리.,"경험은 위임 불가. 본인이 안 한 일은 AI도, 인터넷도, 친구도 대신해 줄 수 없다.",C1,C. 다른 자료·사람에게 기댄다,"다른 데서 가져왔다 — 적절히 골라 쓸 수도, 책 자리를 비울 수도 있다.","전에 본 영화나 친구 줄거리, 흔한 인상에 기대 풀어간다.",14,11,0,0,20,6,C1. 전에 본 어린왕자 영화·애니메이션 기억을 끝까지 끌어내어 본인 감상으로 다시 쓰고 책 자리와 분리해 표시한다,"다른 매체로 통과한 어린왕자를 자기 감상으로 다시 썼고, 책 자리와 매체 자리를 분리했다 — 자기 자료를 적극적으로, 정직하게 가져왔다.","어렸을 때 본 어린왕자 애니메이션이 떠올랐다. 여우가 길들임을 말하는 장면이 그때도 인상 깊었는데, 지금 다시 생각하니 시간을 들인 관계가 특별해진다는 말로 들렸다. 책은 안 읽었으니 책 장면은 적지 않고 애니메이션에서 내가 통과한 부분만 자기 감상으로 다시 정리했다.",4,12,++,++,20,10,자기성찰 / 인식·해석,R1. 그대로 제출,어렸을 때 본 애니메이션 기억으로 자기 감상을 다시 썼고 책 자리는 비웠다. 통과한 매체를 자기 자료로 가져왔다.,2,1,++,++,10,66,,,"공감력, 해석능력, 자기성찰",5,88,S,R2. 한 번 읽고 이상한 곳만 표시,한 번 읽으며 애니메이션 장면을 책 장면처럼 적은 한 줄을 발견하고 매체 출처를 명시했다.,5,4,++,++,20,76,,,"공감력, 해석능력, 자기성찰, 비판적 사고",7,93,S,R3. 출처 확인 + 크로스체크,다른 매체에서 본 부분과 지금 자기 감상을 한 단락씩 분리해 다시 정리했다.,15,11,++,++,30,86,해석능력,5,"공감력, 해석능력, 문해력, 자기성찰, 자기검증",9,100,S
